Year,ICPSR State Code,Alphanumeric State Code,StateName,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
2002,47,34,North Carolina,,0.397,0.372,,2331181,5876705,6314679,0.05000000,33334,112900,2805,92589,
2002,36,35,North Dakota,0.498,0.485,0.476,237224,231030,476251,486797,0.01200000,1168,0,0,1168,
2002,24,36,Ohio,0.403,0.388,0.376,3356285,3228992,8322521,8556557,0.01900000,45831,0,0,45831,
2002,53,37,Oklahoma,,0.412,0.396,,1035620,2513143,2610016,0.03300000,23004,29881,3573,41518,
2002,72,38,Oregon,0.518,0.508,0.472,1293756,1267221,2495739,2674581,0.06700000,12422,0,0,12422,
2002,14,39,Pennsylvania,,0.388,0.373,,3545431,9143001,9454338,0.02600000,40545,0,0,40545,
2002,5,40,Rhode Island,0.454,0.447,0.401,337027,331834,741776,819310,0.07400000,3569,25914,384,16910,
2002,48,41,South Carolina,,0.369,0.356,,1102010,2982810,3100548,0.02600000,24247,41574,3491,48525,
2002,37,42,South Dakota,0.612,0.607,0.597,340407,337497,556154,564305,0.01300000,3059,0,0,3059,
2002,54,43,Tennessee,,0.396,0.373,,1644741,4151834,4393757,0.02500000,25409,42712,7949,54714,
2002,49,44,Texas,0.345,0.342,0.288,4552059,4514012,13181016,15718593,0.12100000,164222,434486,103068,484533,
2002,67,45,Utah,0.378,0.37,0.35,568290,557153,1504529,1601707,0.06500000,5594,0,0,5594,
2002,6,46,Vermont,0.494,0.488,0.481,232993,230161,471403,472402,0.02100000,0,0,0,0,
2002,40,47,Virginia,0.323,0.29,0.269,1661915,1489422,5138270,5536511,0.06000000,34733,40359,4530,59443,
2002,73,48,Washington,0.435,0.418,0.379,1808720,1739116,4162032,4553733,0.07300000,16284,171603,95,102181,
2002,56,49,West Virginia,0.315,0.312,0.308,440156,436183,1398124,1413580,0.00600000,4703,6430,999,8917,
2002,25,50,Wisconsin,,0.454,0.432,,1775349,3908088,4094028,0.02600000,22366,54614,11088,60761,
2002,68,51,Wyoming,0.508,0.501,0.492,188028,185459,370488,376121,0.01600000,1809,4596,570,4677,
2000,0,0,United States,0.553,0.542,0.5,107390107,105375486,194331436,210623408,0.07700000,1377013,2339388,536039,3082746,2937000
2000,41,1,Alabama,,0.516,0.501,,1672551,3241682,3334576,0.01500000,26225,40178,5484,51798,
2000,81,2,Alaska,0.687,0.681,0.65,287825,285560,419111,440296,0.03400000,4173,4779,525,7088,
2000,61,3,Arizona,0.464,0.456,0.402,1559520,1532016,3357701,3816498,0.10300000,26510,59810,3474,59889,
2000,42,4,Arkansas,,0.479,0.46,,921781,1925961,2001774,0.02300000,11915,28409,8659,34779,
2000,71,5,California,0.566,0.557,0.441,11142843,10965849,19685258,24867252,0.18800000,163001,0,117647,280648,
2000,62,6,Colorado,,0.575,0.537,,1741368,3026316,3246521,0.06700000,16833,0,5500,22333,
2000,1,7,Connecticut,0.625,0.619,0.566,1474103,1459525,2357687,2575243,0.06600000,18355,47636,1868,44041,
2000,11,8,Delaware,,0.59,0.549,,327529,554863,594256,0.03900000,6921,20052,579,17526,
2000,55,9,District of Columbia,,0.483,0.439,,201355,416696,458301,0.10200000,7456,0,0,7456,
2000,43,10,Florida,0.575,0.559,0.479,6138765,5963110,10667193,12475387,0.10400000,71319,296139,5982,225371,
2000,44,11,Georgia,0.476,0.458,0.424,2684951,2583208,5639668,6087332,0.05900000,44232,321407,21556,226492,
2000,82,12,Hawaii,0.446,0.442,0.399,371113,367951,832642,923737,0.08100000,5053,0,0,5053,
2000,63,13,Idaho,0.589,0.572,0.535,516647,501615,877406,935443,0.03800000,5535,35103,1409,24496,
2000,21,14,Illinois,0.585,0.562,0.514,4932192,4742123,8432600,9208908,0.08700000,45281,0,0,45281,
2000,22,15,Indiana,0.508,0.493,0.483,2246348,2182295,4424909,4527523,0.02300000,20125,0,0,20125,
2000,31,16,Iowa,,0.632,0.596,,1315563,2082950,2199529,0.02400000,7955,21147,2763,21292,
2000,32,17,Kansas,0.567,0.556,0.54,1092716,1072216,1927950,1983933,0.03900000,8344,0,3829,12173,
2000,51,18,Kentucky,0.531,0.522,0.504,1568058,1544107,2955628,3059582,0.01500000,14919,19620,4614,29343,
2000,45,19,Louisiana,0.567,0.564,0.542,1776133,1765656,3130267,3260060,0.01600000,35207,35854,22860,75994,
2000,2,20,Maine,,0.672,0.664,,651817,969292,979314,0.01500000,0,0,0,0,
2000,52,21,Maryland,0.558,0.555,0.51,2036455,2025480,3649631,3972224,0.06400000,23538,81523,13666,77966,
2000,3,22,Massachusetts,0.606,0.599,0.554,2736006,2704984,4517052,4870470,0.08000000,0,0,0,0,
2000,23,23,Michigan,0.605,0.599,0.573,4279299,4232501,7070702,7370524,0.03300000,47718,0,0,47718,
2000,33,24,Minnesota,0.701,0.695,0.664,2458303,2438657,3506432,3662005,0.03700000,6238,115906,3072,67263,
2000,46,25,Mississippi,,0.491,0.478,,994184,2024650,2076861,0.01000000,20241,15118,1596,29396,
2000,34,26,Missouri,,0.582,0.562,,2359892,4052255,4190073,0.01800000,27382,53299,12563,66595,
2000,64,27,Montana,0.626,0.616,0.606,417916,410986,667525,676065,0.00900000,3105,0,0,3105,
2000,35,28,Nebraska,0.578,0.569,0.55,707223,696983,1224178,1266496,0.03400000,3895,21483,476,15113,
2000,65,29,Nevada,0.456,0.452,0.402,613360,608970,1346116,1523209,0.11800000,10063,12189,4056,20214,
2000,4,30,New Hampshire,0.65,0.639,0.607,578656,569081,890622,934176,0.02700000,2257,0,0,2257,
2000,12,31,New Jersey,0.588,0.569,0.501,3293378,3187226,5601788,6356954,0.11000000,29784,130610,11709,106798,
2000,66,32,New Mexico,0.499,0.485,0.454,615607,598605,1234088,1318129,0.06400000,5342,10461,1670,12243,
2000,13,33,New York,0.562,0.551,0.475,6960215,6821999,12380208,14344348,0.12700000,70198,0,57858,128056,
2000,47,34,North Carolina,0.525,0.507,0.475,3015964,2911262,5744241,6143214,0.04600000,31532,105949,3352,87859,
2000,36,35,North Dakota,0.611,0.603,0.597,292249,288256,477968,482078,0.01200000,1076,0,0,1076,
2000,24,36,Ohio,0.578,0.567,0.554,4795989,4705457,8295592,8487355,0.01800000,45833,0,0,45833,
2000,53,37,Oklahoma,,0.499,0.48,,1234229,2475220,2568304,0.02900000,23181,30969,1825,40491,
