Year,ICPSR State Code,Alphanumeric State Code,StateName,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
2010,0,0,United States,0.418,0.41,0.378,90912015,89099476,217551109,236022989,0.08500000,1512225,1321051,629644,3244035,4972217
2010,41,1,Alabama,0.433,0.43,0.408,1503232,1494273,3472582,3661784,0.02800000,31587,50622,9006,86889,
2010,81,2,Alaska,0.529,0.519,0.485,261128,256192,493764,528744,0.04000000,5576,6959,2089,13601,
2010,61,3,Arizona,0.416,0.41,0.359,1750840,1727791,4209544,4807398,0.10300000,35368,52316,7993,96443,
2010,42,4,Arkansas,0.379,0.375,0.353,789773,781333,2081156,2216171,0.03700000,16047,26995,21106,53752,
2010,71,5,California,0.459,0.44,0.358,10529134,10095485,22946053,28167234,0.17700000,146412,0,105133,217629,
2010,62,6,Colorado,0.517,0.506,0.465,1828323,1787730,3533054,3843619,0.07300000,21559,0,11014,28322,
2010,1,7,Connecticut,0.459,0.459,0.417,1153872,1153115,2512981,2765843,0.08400000,18553,0,2894,20768,
2010,11,8,Delaware,0.49,0.475,0.441,316754,307402,646969,696940,0.05500000,6307,4448,560,11326,
2010,55,9,District of Columbia,0.296,0.289,0.262,135846,132656,458619,506765,0.09500000,0,0,0,0,
2010,43,10,Florida,0.422,0.417,0.363,5473787,5411106,12961184,14916066,0.11200000,97944,165760,4093,272113,
2010,44,11,Georgia,0.406,0.398,0.355,2623035,2576161,6464845,7255919,0.07400000,54710,185286,25091,254264,
2010,82,12,Hawaii,0.403,0.399,0.36,386302,382563,959531,1062593,0.09100000,5813,0,0,5912,
2010,63,13,Idaho,0.429,0.423,0.394,459079,452535,1069446,1147210,0.04700000,7268,13721,3957,23131,
2010,21,14,Illinois,0.431,0.424,0.383,3792770,3729989,8798829,9735944,0.09100000,46314,0,0,48418,
2010,22,15,Indiana,0.381,0.371,0.356,1791832,1744481,4697111,4896656,0.03500000,27481,0,0,28028,
2010,31,16,Iowa,0.507,0.499,0.479,1133429,1116063,2234516,2328262,0.03200000,9276,8862,3197,19916,
2010,32,17,Kansas,0.426,0.417,0.392,857658,838790,2011497,2137815,0.05200000,8741,3704,5063,15287,
2010,51,18,Kentucky,0.443,0.424,0.407,1417995,1356468,3198093,3332204,0.02400000,20385,25688,14628,53546,
2010,45,19,Louisiana,0.4,0.389,0.368,1298649,1264994,3249524,3438247,0.02700000,39335,42599,26202,95145,
2010,2,20,Maine,0.559,0.552,0.543,580584,572766,1038201,1055605,0.01600000,0,0,0,0,
2010,52,21,Maryland,0.467,0.464,0.418,1868179,1857880,4001034,4449617,0.08800000,21992,26164,13195,55407,
2010,3,22,Massachusetts,0.494,0.489,0.446,2319963,2297039,4693670,5152976,0.08700000,10429,0,0,11312,
2010,23,23,Michigan,0.451,0.445,0.427,3268217,3226088,7245281,7555742,0.03500000,43499,0,0,44113,
2010,33,24,Minnesota,0.558,0.554,0.521,2123369,2107021,3802677,4041199,0.04500000,9281,42661,5807,55361,
2010,46,25,Mississippi,,0.37,0.355,,788549,2129334,2220094,0.01800000,21067,26793,6434,51077,
2010,34,26,Missouri,0.457,0.445,0.424,1997271,1943899,4366435,4581260,0.02600000,30178,54916,19421,95250,
2010,64,27,Montana,0.484,0.475,0.468,367096,360341,758653,770601,0.01100000,3706,0,0,3716,
2010,35,28,Nebraska,0.387,0.375,0.355,503514,487988,1301483,1375023,0.04700000,4324,4080,941,9138,
2010,65,29,Nevada,0.414,0.413,0.353,723515,721404,1747288,2046400,0.13500000,12653,8067,4964,23202,
2010,4,30,New Hampshire,0.461,0.457,0.442,461423,456588,999918,1033023,0.02900000,2694,0,0,2761,
2010,12,31,New Jersey,0.377,0.364,0.314,2200974,2121584,5834037,6750869,0.12200000,25007,57517,15563,90306,
2010,66,32,New Mexico,0.447,0.428,0.388,630013,602827,1408872,1552212,0.07700000,6541,14855,3146,23087,
2010,13,33,New York,0.363,0.355,0.308,4763899,4658586,13135048,15111583,0.12500000,50668,0,48542,80927,
2010,47,34,North Carolina,0.398,0.392,0.364,2700706,2660079,6785463,7310093,0.06100000,38341,36740,3621,78667,
2010,36,35,North Dakota,0.466,0.462,0.453,241039,238812,516974,527497,0.01700000,1480,0,0,1487,
2010,24,36,Ohio,0.462,0.449,0.436,3956028,3852453,8571952,8826908,0.02300000,51116,0,0,51712,
2010,53,37,Oklahoma,0.391,0.388,0.364,1043507,1034767,2666767,2839030,0.04400000,25893,20601,2627,48167,
2010,72,38,Oregon,0.539,0.527,0.487,1487210,1453548,2760607,2984806,0.07000000,12262,0,0,14014,
2010,14,39,Pennsylvania,0.424,0.417,0.401,4055336,3987551,9565822,9946290,0.03300000,50116,0,0,51264,
2010,5,40,Rhode Island,0.454,0.448,0.412,346357,342290,763534,829913,0.07600000,3357,0,0,3357,
2010,48,41,South Carolina,0.403,0.397,0.376,1365480,1344198,3388417,3571250,0.03800000,23074,21144,6412,47928,
2010,37,42,South Dakota,0.539,0.529,0.515,323410,317083,599507,616113,0.01900000,3373,0,2843,4856,
2010,54,43,Tennessee,0.351,0.346,0.328,1620619,1601549,4622919,4878724,0.03500000,27213,52178,12157,85708,
2010,49,44,Texas,0.327,0.321,0.269,5066957,4979870,15514007,18487369,0.13500000,164507,247136,104763,473167,
2010,67,45,Utah,0.368,0.363,0.336,653274,643307,1772934,1914974,0.07000000,6536,0,0,6807,
2010,6,46,Vermont,0.498,0.494,0.485,243617,241605,488942,498254,0.01900000,0,0,0,0,
2010,40,47,Virginia,0.391,0.387,0.354,2214505,2189841,5660589,6194717,0.07100000,36020,56654,2624,95376,
2010,73,48,Washington,0.543,0.532,0.484,2565589,2511094,4724350,5190736,0.08300000,17331,15452,6956,37165,
2010,56,49,West Virginia,0.372,0.368,0.361,536493,529948,1442003,1468812,0.00900000,6673,6650,1796,14229,
2010,25,50,Wisconsin,0.524,0.52,0.497,2185021,2171331,4172130,4365214,0.03200000,22724,22602,19572,55112,
2010,68,51,Wyoming,0.46,0.455,0.438,190822,188463,414536,430673,0.02400000,2059,3231,682,5684,
2008,0,0,United States,0.622,0.616,0.569,132609063,131304731,213313508,230872030,0.08400000,1605448,2451085,627680,3144831,4972217
2008,41,1,Alabama,0.61,0.608,0.584,2105622,2099819,3454510,3595708,0.02200000,30508,53252,8042,61155,74079
2008,81,2,Alaska,0.683,0.68,0.643,327341,326197,479429,507645,0.03700000,5014,6708,1732,9234,60686
2008,61,3,Arizona,0.574,0.567,0.491,2320851,2293475,4046075,4673718,0.11600000,39589,82232,7534,84472,90036
2008,42,4,Arkansas,0.529,0.525,0.5,1095958,1086617,2071563,2174846,0.02900000,14716,31169,19908,40255,43963
2008,71,5,California,0.617,0.609,0.495,13743177,13561900,22261504,27411094,0.17900000,173670,0,120753,234047,486207
2008,62,6,Colorado,0.716,0.71,0.647,2422236,2401361,3382959,3708955,0.08000000,23274,0,11654,29101,71854
2008,1,7,Connecticut,,0.666,0.604,,1646792,2471082,2725917,0.08500000,20661,0,2328,21825,45799
2008,11,8,Delaware,0.658,0.656,0.606,413562,412398,628200,680493,0.05300000,7075,17216,551,15959,12658
2008,55,9,District of Columbia,0.617,0.615,0.552,266871,265853,432566,481971,0.10300000,0,0,0,0,6916
2008,43,10,Florida,0.666,0.661,0.576,8453743,8390744,12687407,14558436,0.11200000,102388,279760,4528,244532,451907
2008,44,11,Georgia,0.627,0.625,0.556,3940705,3924440,6281872,7063638,0.07300000,52719,397081,23448,262984,141001
2008,82,12,Hawaii,0.49,0.488,0.438,456064,453568,930067,1036088,0.09700000,5955,0,0,5955,20090
2008,63,13,Idaho,0.648,0.636,0.586,667506,655032,1029416,1117842,0.04900000,7290,49513,3361,33727,26779
2008,21,14,Illinois,0.643,0.636,0.574,5578195,5523051,8681138,9615700,0.09200000,45474,0,0,45474,200530
2008,22,15,Indiana,0.603,0.591,0.57,2805986,2751054,4653019,4826231,0.03000000,28322,0,0,28322,89605
2008,31,16,Iowa,0.697,0.694,0.669,1543662,1537123,2216094,2298515,0.02600000,8766,22958,3159,21825,43108
2008,32,17,Kansas,0.635,0.62,0.588,1264208,1235872,1991759,2100084,0.04200000,8539,16263,4958,19150,42495
2008,51,18,Kentucky,0.59,0.579,0.557,1858578,1826508,3152629,3277617,0.02200000,21706,51035,12277,53362,58518
2008,45,19,Louisiana,0.618,0.612,0.587,1979852,1960761,3205794,3342279,0.02000000,38381,40025,24636,70712,68285
2008,2,20,Maine,0.718,0.706,0.696,744456,731163,1036242,1049816,0.01300000,0,0,0,0,21362
2008,52,21,Maryland,0.678,0.67,0.606,2661905,2631596,3925117,4342850,0.07800000,23324,96360,13220,78114,77074
2008,3,22,Massachusetts,0.673,0.668,0.609,3102995,3080985,4612550,5058035,0.08600000,11408,0,0,11408,77830
2008,23,23,Michigan,0.697,0.692,0.664,5039080,5001766,7229512,7528460,0.03300000,48738,0,0,48738,163673
2008,33,24,Minnesota,0.781,0.778,0.732,2921147,2910369,3740142,3975974,0.04000000,9910,127627,5081,76264,70063
2008,46,25,Mississippi,,0.61,0.589,,1289856,2113347,2190402,0.01900000,22754,22267,2922,35349,45082
2008,34,26,Missouri,0.682,0.676,0.649,2950504,2925205,4327572,4507688,0.02500000,30186,57360,20683,69208,96710
2008,64,27,Montana,0.671,0.663,0.651,497599,491960,741853,755384,0.01300000,3545,0,0,3545,22898
2008,35,28,Nebraska,0.637,0.629,0.594,811923,801281,1274719,1348048,0.04300000,4520,19606,846,14746,27311
2008,65,29,Nevada,0.572,0.57,0.484,970019,967848,1696831,2000277,0.14100000,12743,13337,3908,21366,45656
2008,4,30,New Hampshire,0.725,0.717,0.696,719643,710970,992226,1021787,0.02600000,2702,0,0,2702,25558
2008,12,31,New Jersey,0.677,0.67,0.582,3910220,3868237,5776527,6651284,0.11700000,25953,128737,15849,98246,110559
2008,66,32,New Mexico,0.612,0.609,0.551,833365,830158,1362629,1505830,0.08300000,6402,20883,3724,18706,31444
2008,13,33,New York,0.596,0.59,0.514,7721718,7640640,12948969,14876971,0.12400000,60347,0,52225,86460,263787
2008,47,34,North Carolina,0.661,0.655,0.607,4354571,4310789,6584302,7096503,0.05900000,39482,109678,3409,96026,133483
2008,36,35,North Dakota,0.636,0.627,0.617,321133,316621,504762,512768,0.01300000,1452,0,0,1452,11179
2008,24,36,Ohio,0.678,0.669,0.651,5773777,5698260,8513079,8757453,0.02200000,51686,0,0,51686,174703
2008,53,37,Oklahoma,0.563,0.558,0.528,1474694,1462661,2619121,2770219,0.04000000,25864,27940,3073,41371,57046
2008,72,38,Oregon,0.683,0.677,0.627,1845251,1827864,2700327,2916246,0.06900000,14167,0,0,14167,63480
2008,14,39,Pennsylvania,0.642,0.636,0.613,6071357,6012692,9457942,9813664,0.03100000,49215,0,0,49215,203791
2008,5,40,Rhode Island,0.623,0.618,0.571,475428,471766,763608,825786,0.07000000,4045,0,0,4045,13827
2008,48,41,South Carolina,0.582,0.58,0.553,1927153,1920969,3311044,3473488,0.03400000,24326,41254,1947,45927,72241
2008,37,42,South Dakota,0.656,0.647,0.634,387449,381975,590720,602539,0.01200000,3342,0,2720,4702,20144
2008,54,43,Tennessee,0.574,0.57,0.545,2618238,2599749,4563192,4771926,0.03100000,27228,58109,10578,61572,127930
2008,49,44,Texas,,0.541,0.455,,8077795,14929810,17756112,0.13500000,172506,427080,102921,437507,549216
2008,67,45,Utah,0.571,0.56,0.518,971185,952370,1700286,1840087,0.07200000,6552,0,0,6552,31783
2008,6,46,Vermont,0.677,0.673,0.66,326822,325046,482677,492610,0.02000000,0,0,0,0,10546
2008,40,47,Virginia,0.676,0.67,0.618,3753059,3723260,5555415,6022123,0.06600000,38276,53614,4471,67319,124689
2008,73,48,Washington,0.673,0.666,0.603,3071587,3036878,4561163,5032960,0.07800000,17926,113134,11768,80377,138296
2008,56,49,West Virginia,0.512,0.499,0.491,731691,713362,1430439,1453045,0.00800000,6059,8283,2005,11203,33788
2008,25,50,Wisconsin,0.727,0.724,0.693,2997086,2983417,4120694,4306876,0.03000000,23379,50418,18105,57641,78721
2008,68,51,Wyoming,0.631,0.628,0.609,256035,254658,405732,418040,0.01700000,2084,5438,727,5167,13832
2006,0,0,United States,0.413,0.404,0.372,85769132,83815592,207643594,225485399,0.08600000,1566526,2418574,587305,3363118,4417527
2006,41,1,Alabama,,0.375,0.359,,1250401,3338467,3513952,0.02300000,28241,55766,7795,63919,
2006,81,2,Alaska,0.512,0.51,0.478,238307,237322,465169,492452,0.04500000,5069,6095,973,9090,
2006,61,3,Arizona,0.396,0.389,0.333,1553032,1526782,3923786,4490327,0.12600000,35892,73265,6213,78738,
2006,42,4,Arkansas,0.389,0.387,0.364,780409,774680,2004193,2130080,0.03300000,13729,31508,16666,46149,
2006,71,5,California,0.412,0.402,0.322,8899059,8679416,21582217,26739781,0.18900000,175512,0,111744,287256,
2006,62,6,Colorado,0.481,0.473,0.431,1586105,1558405,3297308,3569901,0.08000000,22481,0,8196,30677,
2006,1,7,Connecticut,0.477,0.466,0.425,1162391,1134780,2437559,2683538,0.07900000,20566,0,2571,23137,
2006,11,8,Delaware,0.429,0.423,0.39,258053,254099,601341,659410,0.05300000,7206,16958,600,16285,
2006,55,9,District of Columbia,0.287,0.283,0.255,122356,120620,426612,466827,0.09700000,0,0,0,0,
2006,43,10,Florida,0.401,0.396,0.343,4884544,4829270,12187858,14211669,0.11800000,92969,272977,4785,234243,
2006,44,11,Georgia,0.351,0.347,0.307,2143845,2122258,6115331,6799654,0.07400000,52792,422790,22851,287038,
2006,82,12,Hawaii,0.384,0.379,0.346,348988,344315,908925,1012975,0.08100000,5967,0,0,5967,
2006,63,13,Idaho,0.462,0.454,0.42,458927,450832,993010,1072895,0.04400000,7124,48609,2482,33911,
2006,21,14,Illinois,0.414,0.402,0.363,3586292,3486671,8667453,9483856,0.09200000,45106,0,0,45106,
2006,22,15,Indiana,0.377,0.366,0.352,1719351,1666922,4559294,4743856,0.03100000,26091,0,0,26091,
2006,31,16,Iowa,0.492,0.481,0.463,1071509,1048033,2178322,2267991,0.02800000,8875,22622,3560,23746,
2006,32,17,Kansas,0.443,0.436,0.411,864083,849700,1948850,2062668,0.04700000,8816,15518,4666,21241,
2006,51,18,Kentucky,0.442,0.404,0.39,1370062,1253526,3100828,3218000,0.01900000,20000,41162,10162,50743,
2006,45,19,Louisiana,0.314,0.297,0.283,954896,902498,3043573,3239317,0.02000000,37012,38057,24072,80113,
2006,2,20,Maine,,0.542,0.533,,550865,1016287,1037200,0.01700000,0,0,0,0,
2006,52,21,Maryland,0.472,0.467,0.422,1809237,1788316,3833349,4261205,0.07900000,22945,75698,14271,75065,
2006,3,22,Massachusetts,0.493,0.488,0.444,2243835,2219779,4552794,4970780,0.08700000,11032,0,0,11032,
2006,23,23,Michigan,0.528,0.521,0.499,3852008,3801256,7292624,7532918,0.03600000,51577,0,0,51577,
2006,33,24,Minnesota,0.605,0.601,0.564,2217552,2202987,3667707,3896561,0.04200000,9108,127289,4007,76760,
2006,46,25,Mississippi,,0.294,0.285,,610921,2077420,2154112,0.01300000,21068,24107,1970,35092,
2006,34,26,Missouri,0.512,0.5,0.481,2178278,2128459,4253541,4427266,0.02200000,30167,54963,18374,76023,
2006,64,27,Montana,0.571,0.564,0.556,411061,406505,720447,734669,0.01000000,3572,0,0,3572,
2006,35,28,Nebraska,0.488,0.476,0.451,610499,596087,1251027,1325932,0.04300000,4407,18731,662,14435,
2006,65,29,Nevada,0.371,0.369,0.311,586274,582572,1579222,1907976,0.14400000,12901,13208,3518,23023,
2006,4,30,New Hampshire,0.429,0.414,0.399,418550,403531,975281,1006234,0.03400000,2805,0,0,2805,
2006,12,31,New Jersey,0.406,0.395,0.341,2315643,2250070,5701033,6565183,0.12000000,27371,132636,13874,107563,
2006,66,32,New Mexico,0.431,0.425,0.386,568597,561084,1320285,1464560,0.08000000,6639,16493,2831,17717,
2006,13,33,New York,0.365,0.349,0.303,4703830,4490053,12878632,14665626,0.12400000,63315,0,53533,116848,
2006,47,34,North Carolina,0.325,0.31,0.287,2036451,1940808,6264630,6799585,0.05800000,37460,110419,3101,95771,
2006,36,35,North Dakota,0.454,0.449,0.441,220479,218152,486142,503647,0.01500000,1363,0,0,1363,
2006,24,36,Ohio,0.495,0.475,0.463,4184072,4022754,8461211,8687609,0.02200000,49166,0,0,49166,
2006,53,37,Oklahoma,,0.364,0.343,,926462,2547224,2709819,0.03900000,26243,27415,4329,44280,
2006,72,38,Oregon,0.532,0.525,0.484,1399650,1379475,2628937,2829482,0.07300000,13707,0,0,13707,
2006,14,39,Pennsylvania,,0.441,0.426,,4096077,9283762,9680466,0.03000000,44397,0,0,44397,
2006,5,40,Rhode Island,0.521,0.51,0.467,392882,384993,754219,824887,0.08100000,3996,0,0,3996,
2006,48,41,South Carolina,0.354,0.346,0.331,1117311,1091952,3152046,3332190,0.03200000,23616,38353,3072,45865,
2006,37,42,South Dakota,0.588,0.578,0.564,341105,335508,580592,589178,0.01400000,3359,0,2444,5803,
2006,54,43,Tennessee,0.421,0.414,0.395,1868363,1833695,4433921,4641909,0.03100000,25745,52558,8630,60654,
2006,49,44,Texas,,0.309,0.258,,4399068,14255313,17029802,0.13400000,172116,431967,101916,490016,
2006,67,45,Utah,0.35,0.343,0.318,582561,571252,1664323,1752158,0.07100000,6430,0,0,6430,
2006,6,46,Vermont,0.55,0.549,0.538,263025,262726,478247,487141,0.02000000,0,0,0,0,
2006,40,47,Virginia,0.445,0.44,0.406,2398589,2370445,5385522,5867219,0.06700000,36688,48144,4499,65259,
2006,73,48,Washington,0.473,0.473,0.427,2085074,2083734,4403981,4861001,0.08000000,17561,108076,11568,83167,
2006,56,49,West Virginia,0.338,0.328,0.323,473014,459884,1401490,1439052,0.00700000,5733,7668,1416,10983,
2006,25,50,Wisconsin,0.537,0.532,0.508,2183155,2161700,4064432,4240696,0.02900000,23431,55806,15907,67241,
2006,68,51,Wyoming,0.518,0.511,0.494,196217,193892,379127,400187,0.02000000,2114,5225,609,5336,
2004,0,0,United States,0.607,0.601,0.554,123535883,122294978,203483455,220336019,0.08200000,1490169,2387283,474632,3158443,3862836
2004,41,1,Alabama,0.574,0.572,0.552,1890317,1883415,3292608,3427542,0.01900000,26521,36795,7745,52664,
2004,81,2,Alaska,0.696,0.691,0.652,314502,312598,452124,476378,0.04000000,4515,5547,951,8240,
2004,61,3,Arizona,0.548,0.541,0.47,2038069,2012585,3717055,4215706,0.11500000,31631,69343,5671,71974,
2004,42,4,Arkansas,0.544,0.536,0.51,1070573,1054945,1969208,2072986,0.02800000,13477,29128,14844,42885,
2004,71,5,California,0.596,0.588,0.471,12589367,12421852,21132533,26246548,0.18800000,166053,0,110261,276314,
2004,62,6,Colorado,0.673,0.667,0.612,2148036,2129630,3192647,3443164,0.07500000,19756,0,7383,27139,
2004,1,7,Connecticut,0.662,0.65,0.597,1607808,1578769,2429634,2652587,0.07300000,20018,0,2552,22570,
2004,11,8,Delaware,0.645,0.642,0.594,377407,375190,584817,635370,0.04700000,6973,18725,539,16875,
2004,55,9,District of Columbia,0.549,0.543,0.489,230105,227586,419142,458758,0.10000000,0,0,0,0,
2004,43,10,Florida,0.647,0.644,0.561,7640319,7609810,11811921,13643828,0.11200000,84733,281170,4888,230206,
2004,44,11,Georgia,0.564,0.562,0.5,3317336,3301875,5878186,6499325,0.06800000,48625,419350,23344,281644,
2004,82,12,Hawaii,0.485,0.482,0.441,431662,429013,889540,982882,0.07900000,5946,0,0,5946,
2004,63,13,Idaho,0.648,0.632,0.587,612786,598376,946160,1016255,0.04100000,6312,44580,2370,30972,
2004,21,14,Illinois,0.624,0.615,0.557,5350493,5274322,8576696,9391420,0.09000000,44379,0,0,44379,
2004,22,15,Indiana,0.558,0.548,0.53,2512142,2468002,4504260,4660157,0.02700000,23760,0,0,23760,
2004,31,16,Iowa,0.706,0.699,0.674,1521966,1506908,2156389,2239979,0.02600000,8611,22832,3317,23344,
2004,32,17,Kansas,0.629,0.616,0.583,1213108,1187756,1928764,2032763,0.04300000,9152,14309,4525,20832,
2004,51,18,Kentucky,0.594,0.587,0.569,1816867,1795860,3057741,3157464,0.01700000,17763,33286,8006,42412,
2004,45,19,Louisiana,0.615,0.611,0.585,1956590,1943106,3182762,3379937,0.01800000,36745,38470,24387,80367,
2004,2,20,Maine,0.749,0.738,0.726,751519,740752,1003792,1022043,0.01600000,0,0,0,0,
2004,52,21,Maryland,0.631,0.629,0.572,2395791,2386705,3797264,4179376,0.07200000,23727,76676,14351,76416,
2004,3,22,Massachusetts,0.646,0.642,0.587,2927455,2912388,4533859,4935787,0.08400000,10365,0,0,10365,
2004,23,23,Michigan,0.671,0.666,0.639,4875692,4839252,7263024,7508568,0.03400000,48591,0,0,48591,
2004,33,24,Minnesota,0.788,0.784,0.739,2842912,2828387,3609185,3819020,0.03900000,8613,114226,3872,69598,
2004,46,25,Mississippi,,0.557,0.542,,1152365,2068766,2133681,0.01200000,20429,21324,1979,33070,
2004,34,26,Missouri,0.661,0.653,0.629,2764635,2731364,4180960,4339414,0.01900000,30775,53832,17400,75091,
2004,64,27,Montana,0.652,0.644,0.634,456096,450445,699114,711858,0.01000000,3800,0,0,3800,
2004,35,28,Nebraska,0.641,0.629,0.598,792906,778186,1236522,1305430,0.04000000,4042,17994,805,13844,
2004,65,29,Nevada,0.554,0.553,0.473,831563,829587,1501437,1776962,0.13200000,10971,12521,3610,20842,
2004,4,30,New Hampshire,0.715,0.709,0.684,683672,677738,956422,984422,0.03200000,2441,0,0,2441,
2004,12,31,New Jersey,0.642,0.638,0.552,3638153,3611691,5663201,6513394,0.11700000,28107,143315,14180,113945,
2004,66,32,New Mexico,0.604,0.59,0.539,775301,756304,1282767,1411419,0.07400000,6341,17725,2676,17880,
2004,13,33,New York,0.585,0.58,0.502,7448266,7391249,12738056,14598898,0.12600000,64596,0,54524,119120,
2004,47,34,North Carolina,0.587,0.578,0.539,3552449,3501007,6055771,6505150,0.05300000,34917,111537,2882,93568,
2004,36,35,North Dakota,0.655,0.648,0.638,316049,312833,482722,496479,0.01300000,1266,0,0,1266,
2004,24,36,Ohio,0.679,0.668,0.651,5722443,5627908,8427696,8624277,0.02000000,44770,0,0,44770,
2004,53,37,Oklahoma,,0.583,0.553,,1463758,2510823,2649994,0.03400000,24767,28435,4329,43314,
2004,72,38,Oregon,0.726,0.72,0.668,1851671,1836782,2550887,2736472,0.06800000,13219,0,0,13219,
2004,14,39,Pennsylvania,,0.626,0.606,,5769590,9221962,9554349,0.02700000,40692,0,0,40692,
2004,5,40,Rhode Island,0.589,0.585,0.529,440228,437134,747046,827513,0.07600000,3701,26085,368,17112,
2004,48,41,South Carolina,0.532,0.53,0.507,1626720,1617730,3055098,3198733,0.02700000,24173,38856,2217,45818,
2004,37,42,South Dakota,0.694,0.682,0.669,394930,388215,569161,576472,0.01400000,3101,0,0,3101,
2004,54,43,Tennessee,0.568,0.563,0.541,2456610,2437319,4328446,4496929,0.02600000,25834,47392,8410,57940,
2004,49,44,Texas,,0.537,0.454,,7410765,13796256,16284659,0.12500000,169110,428773,102072,485569,
2004,67,45,Utah,0.598,0.589,0.547,942010,927844,1574463,1664066,0.06800000,5802,0,0,5802,
2004,6,46,Vermont,0.667,0.663,0.65,314220,312309,470754,480053,0.02100000,0,0,0,0,
2004,40,47,Virginia,0.611,0.606,0.562,3223156,3198367,5277156,5699175,0.06200000,35472,43470,4392,61599,
2004,73,48,Washington,0.675,0.669,0.608,2883499,2859084,4272914,4683829,0.07400000,16559,125222,120,79290,
2004,56,49,West Virginia,0.551,0.541,0.534,769645,755887,1396545,1425689,0.00600000,4980,6977,1216,9685,
2004,25,50,Wisconsin,0.753,0.748,0.716,3016288,2997007,4006948,4172068,0.02700000,22905,54970,13883,64273,
2004,68,51,Wyoming,0.663,0.657,0.637,245789,243428,370785,386796,0.01700000,1923,4418,563,4695,
2002,0,0,United States,0.405,0.395,0.363,80295249,78381943,198381939,215461549,0.08000000,1456927,2451708,485282,3168063,3308145
2002,41,1,Alabama,,0.415,0.404,,1364602,3285643,3371451,0.01800000,28440,39713,5309,53606,
2002,81,2,Alaska,0.545,0.542,0.51,232852,231484,427337,457154,0.03800000,4431,5229,900,7946,
2002,61,3,Arizona,0.367,0.359,0.307,1255615,1226111,3419481,3998148,0.11100000,30741,66485,4587,68571,
2002,42,4,Arkansas,0.417,0.413,0.397,814176,805696,1951568,2031787,0.02600000,12378,27377,12128,38195,
2002,71,5,California,0.373,0.361,0.29,7738821,7476351,20733192,25622609,0.18800000,163361,0,113185,276546,
2002,62,6,Colorado,0.466,0.463,0.42,1424029,1416093,3056465,3362098,0.07200000,19085,0,6215,25300,
2002,1,7,Connecticut,0.451,0.423,0.389,1090756,1022942,2418037,2617814,0.07100000,20525,0,2186,22711,
2002,11,8,Delaware,,0.411,0.379,,232314,564938,612919,0.04400000,6879,20201,551,17531,
2002,55,9,District of Columbia,,0.301,0.271,,124228,412062,458631,0.10000000,0,0,0,0,
2002,43,10,Florida,0.459,0.456,0.395,5143674,5100581,11194391,13005435,0.10900000,80352,291315,5223,231233,
2002,44,11,Georgia,,0.354,0.322,,2031604,5731983,6287215,0.06500000,47004,367349,20822,251501,
2002,82,12,Hawaii,0.442,0.438,0.402,385462,382110,872992,950520,0.08000000,5635,0,0,5635,
2002,63,13,Idaho,0.452,0.447,0.42,416533,411477,921256,970916,0.04000000,5825,31361,1961,23467,
2002,21,14,Illinois,0.428,0.414,0.377,3651808,3538883,8540965,9302571,0.08900000,43186,0,0,43186,
2002,22,15,Indiana,0.348,0.339,0.333,1562037,1521353,4494191,4587747,0.02600000,22576,0,0,22576,
2002,31,16,Iowa,0.487,0.479,0.457,1040201,1023075,2136683,2214936,0.02500000,8395,19970,2787,21167,
2002,32,17,Kansas,0.449,0.44,0.414,851966,835692,1897261,2007407,0.04100000,9009,15217,3990,20608,
2002,51,18,Kentucky,,0.372,0.364,,1131313,3044267,3100972,0.01700000,16377,24480,5968,34585,
2002,45,19,Louisiana,0.401,0.394,0.378,1267225,1246333,3163663,3312330,0.01700000,36091,36257,23049,77269,
2002,2,20,Maine,,0.508,0.501,,505190,995056,1001796,0.01600000,0,0,0,0,
2002,52,21,Maryland,0.468,0.463,0.416,1721626,1704560,3678346,4082694,0.06900000,24186,81982,13271,78448,
2002,3,22,Massachusetts,0.498,0.492,0.444,2220301,2194189,4458820,4919958,0.08200000,10511,0,0,10511,
2002,23,23,Michigan,0.45,0.445,0.423,3219864,3177565,7147888,7445335,0.03400000,49524,0,0,49524,
2002,33,24,Minnesota,,0.641,0.597,,2254639,3518184,3745577,0.03800000,7612,122692,3577,72535,
2002,46,25,Mississippi,,0.301,0.292,,615609,2047426,2099698,0.01100000,20542,16633,1816,30675,
2002,34,26,Missouri,,0.456,0.439,,1877620,4116889,4262146,0.01900000,30649,54584,13533,71474,
2002,64,27,Montana,0.497,0.484,0.477,340272,331321,684572,690652,0.01000000,3440,0,0,3440,
2002,35,28,Nebraska,,0.399,0.373,,480991,1204512,1285024,0.03800000,4103,16468,574,12911,
2002,65,29,Nevada,0.368,0.362,0.311,512433,504079,1391100,1640679,0.12700000,10527,12290,3971,20643,
2002,4,30,New Hampshire,0.487,0.481,0.46,453078,447135,930362,960401,0.03000000,2483,0,0,2483,
2002,12,31,New Jersey,0.389,0.381,0.326,2161105,2112604,5549726,6448445,0.11500000,28213,134290,12576,107934,
2002,66,32,New Mexico,0.4,0.386,0.357,502230,484229,1255086,1360130,0.07000000,6173,16287,1962,16279,
2002,13,33,New York,0.37,0.361,0.314,4690968,4579078,12679865,14504792,0.12600000,65914,0,55990,121904,
