Year-State,Year,SateAbbreviation,StateName,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon
2008-TN,2008,TN,Tennessee,0.574,0.57,0.545,2618238.0,2599749.0,4563192,4771926,0.031,27228,58109,10578,61572
2008-TX,2008,TX,Texas,0.0,0.541,0.455,0.0,8077795.0,14929810,17756112,0.135,172506,427080,102921,437507
2008-UT,2008,UT,Utah,0.5710000000000001,0.56,0.518,971185.0,952370.0,1700286,1840087,0.07200000000000001,6552,0,0,6552
2008-VT,2008,VT,Vermont,0.677,0.6729999999999999,0.66,326822.0,325046.0,482677,492610,0.02,0,0,0,0
2008-VA,2008,VA,Virginia,0.6759999999999999,0.67,0.618,3753059.0,3723260.0,5555415,6022123,0.066,38276,53614,4471,67319
2008-WA,2008,WA,Washington,0.6729999999999999,0.6659999999999999,0.603,3071587.0,3036878.0,4561163,5032960,0.078,17926,113134,11768,80377
2008-WV,2008,WV,West Virginia,0.512,0.499,0.491,731691.0,713362.0,1430439,1453045,0.008,6059,8283,2005,11203
2008-WI,2008,WI,Wisconsin,0.727,0.7240000000000001,0.693,2997086.0,2983417.0,4120694,4306876,0.03,23379,50418,18105,57641
2008-WY,2008,WY,Wyoming,0.631,0.628,0.609,256035.0,254658.0,405732,418040,0.017,2084,5438,727,5167
2006-AL,2006,AL,Alabama,0.0,0.375,0.359,0.0,1250401.0,3338467,3513952,0.023,28241,55766,7795,63919
2006-AK,2006,AK,Alaska,0.512,0.51,0.478,238307.0,237322.0,465169,492452,0.045,5069,6095,973,9090
2006-AZ,2006,AZ,Arizona,0.396,0.389,0.33299999999999996,1553032.0,1526782.0,3923786,4490327,0.126,35892,73265,6213,78738
2006-AR,2006,AR,Arkansas,0.389,0.387,0.364,780409.0,774680.0,2004193,2130080,0.033,13729,31508,16666,46149
2006-CA,2006,CA,California,0.41200000000000003,0.402,0.322,8899059.0,8679416.0,21582217,26739781,0.18899999999999997,175512,0,111744,287256
2006-CO,2006,CO,Colorado,0.48100000000000004,0.473,0.431,1586105.0,1558405.0,3297308,3569901,0.08,22481,0,8196,30677
2006-CT,2006,CT,Connecticut,0.47700000000000004,0.466,0.425,1162391.0,1134780.0,2437559,2683538,0.079,20566,0,2571,23137
2006-DE,2006,DE,Delaware,0.429,0.423,0.39,258053.0,254099.0,601341,659410,0.053,7206,16958,600,16285
2006-FL,2006,FL,Florida,0.401,0.396,0.34299999999999997,4884544.0,4829270.0,12187858,14211669,0.11800000000000001,92969,272977,4785,234243
2006-GA,2006,GA,Georgia,0.35100000000000003,0.34700000000000003,0.307,2143845.0,2122258.0,6115331,6799654,0.07400000000000001,52792,422790,22851,287038
2006-HI,2006,HI,Hawaii,0.384,0.379,0.34600000000000003,348988.0,344315.0,908925,1012975,0.081,5967,0,0,5967
2006-ID,2006,ID,Idaho,0.462,0.45399999999999996,0.42,458927.0,450832.0,993010,1072895,0.044000000000000004,7124,48609,2482,33911
2006-IL,2006,IL,Illinois,0.414,0.402,0.363,3586292.0,3486671.0,8667453,9483856,0.092,45106,0,0,45106
2006-IN,2006,IN,Indiana,0.377,0.366,0.35200000000000004,1719351.0,1666922.0,4559294,4743856,0.031,26091,0,0,26091
2006-IA,2006,IA,Iowa,0.49200000000000005,0.48100000000000004,0.46299999999999997,1071509.0,1048033.0,2178322,2267991,0.027999999999999997,8875,22622,3560,23746
2006-KS,2006,KS,Kansas,0.44299999999999995,0.436,0.41100000000000003,864083.0,849700.0,1948850,2062668,0.047,8816,15518,4666,21241
2006-KY,2006,KY,Kentucky,0.442,0.40399999999999997,0.39,1370062.0,1253526.0,3100828,3218000,0.019,20000,41162,10162,50743
2006-LA,2006,LA,Louisiana,0.314,0.297,0.28300000000000003,954896.0,902498.0,3043573,3239317,0.02,37012,38057,24072,80113
2006-ME,2006,ME,Maine,0.0,0.542,0.5329999999999999,0.0,550865.0,1016287,1037200,0.017,0,0,0,0
2006-MD,2006,MD,Maryland,0.47200000000000003,0.467,0.42200000000000004,1809237.0,1788316.0,3833349,4261205,0.079,22945,75698,14271,75065
2006-MA,2006,MA,Massachusetts,0.493,0.488,0.444,2243835.0,2219779.0,4552794,4970780,0.087,11032,0,0,11032
2006-MI,2006,MI,Michigan,0.528,0.521,0.499,3852008.0,3801256.0,7292624,7532918,0.036000000000000004,51577,0,0,51577
2006-MN,2006,MN,Minnesota,0.605,0.601,0.564,2217552.0,2202987.0,3667707,3896561,0.042,9108,127289,4007,76760
2006-MS,2006,MS,Mississippi,0.0,0.294,0.285,0.0,610921.0,2077420,2154112,0.013000000000000001,21068,24107,1970,35092
2006-MO,2006,MO,Missouri,0.512,0.5,0.48100000000000004,2178278.0,2128459.0,4253541,4427266,0.022000000000000002,30167,54963,18374,76023
2006-MT,2006,MT,Montana,0.5710000000000001,0.564,0.556,411061.0,406505.0,720447,734669,0.01,3572,0,0,3572
2006-NE,2006,NE,Nebraska,0.488,0.47600000000000003,0.451,610499.0,596087.0,1251027,1325932,0.043,4407,18731,662,14435
2006-NV,2006,NV,Nevada,0.371,0.369,0.311,586274.0,582572.0,1579222,1907976,0.14400000000000002,12901,13208,3518,23023
2006-NH,2006,NH,New Hampshire,0.429,0.414,0.39899999999999997,418550.0,403531.0,975281,1006234,0.034,2805,0,0,2805
2006-NJ,2006,NJ,New Jersey,0.406,0.395,0.341,2315643.0,2250070.0,5701033,6565183,0.12,27371,132636,13874,107563
2006-NM,2006,NM,New Mexico,0.431,0.425,0.386,568597.0,561084.0,1320285,1464560,0.08,6639,16493,2831,17717
2006-NY,2006,NY,New York,0.365,0.349,0.303,4703830.0,4490053.0,12878632,14665626,0.124,63315,0,53533,116848
2006-NC,2006,NC,North Carolina,0.325,0.31,0.287,2036451.0,1940808.0,6264630,6799585,0.057999999999999996,37460,110419,3101,95771
2006-ND,2006,ND,North Dakota,0.45399999999999996,0.449,0.441,220479.0,218152.0,486142,503647,0.015,1363,0,0,1363
2006-OH,2006,OH,Ohio,0.495,0.475,0.46299999999999997,4184072.0,4022754.0,8461211,8687609,0.022000000000000002,49166,0,0,49166
2006-OK,2006,OK,Oklahoma,0.0,0.364,0.34299999999999997,0.0,926462.0,2547224,2709819,0.039,26243,27415,4329,44280
2006-OR,2006,OR,Oregon,0.532,0.525,0.484,1399650.0,1379475.0,2628937,2829482,0.073,13707,0,0,13707
2006-PA,2006,PA,Pennsylvania,0.0,0.441,0.426,0.0,4096077.0,9283762,9680466,0.03,44397,0,0,44397
2006-RI,2006,RI,Rhode Island,0.521,0.51,0.467,392882.0,384993.0,754219,824887,0.081,3996,0,0,3996
2006-SC,2006,SC,South Carolina,0.354,0.34600000000000003,0.331,1117311.0,1091952.0,3152046,3332190,0.032,23616,38353,3072,45865
2006-SD,2006,SD,South Dakota,0.588,0.578,0.564,341105.0,335508.0,580592,589178,0.013999999999999999,3359,0,2444,5803
2006-TN,2006,TN,Tennessee,0.42100000000000004,0.414,0.395,1868363.0,1833695.0,4433921,4641909,0.031,25745,52558,8630,60654
2006-TX,2006,TX,Texas,0.0,0.309,0.258,0.0,4399068.0,14255313,17029802,0.134,172116,431967,101916,490016
2006-UT,2006,UT,Utah,0.35,0.34299999999999997,0.318,582561.0,571252.0,1664323,1752158,0.071,6430,0,0,6430
2006-VT,2006,VT,Vermont,0.55,0.5489999999999999,0.5379999999999999,263025.0,262726.0,478247,487141,0.02,0,0,0,0
2006-VA,2006,VA,Virginia,0.445,0.44,0.406,2398589.0,2370445.0,5385522,5867219,0.067,36688,48144,4499,65259
2006-WA,2006,WA,Washington,0.473,0.473,0.42700000000000005,2085074.0,2083734.0,4403981,4861001,0.08,17561,108076,11568,83167
2006-WV,2006,WV,West Virginia,0.33799999999999997,0.32799999999999996,0.32299999999999995,473014.0,459884.0,1401490,1439052,0.006999999999999999,5733,7668,1416,10983
2006-WI,2006,WI,Wisconsin,0.537,0.532,0.508,2183155.0,2161700.0,4064432,4240696,0.028999999999999998,23431,55806,15907,67241
2006-WY,2006,WY,Wyoming,0.518,0.511,0.494,196217.0,193892.0,379127,400187,0.02,2114,5225,609,5336
2004-AL,2004,AL,Alabama,0.574,0.5720000000000001,0.552,1890317.0,1883415.0,3292608,3427542,0.019,26521,36795,7745,52664
2004-AK,2004,AK,Alaska,0.696,0.691,0.652,314502.0,312598.0,452124,476378,0.04,4515,5547,951,8240
2004-AZ,2004,AZ,Arizona,0.5479999999999999,0.541,0.47,2038069.0,2012585.0,3717055,4215706,0.115,31631,69343,5671,71974
2004-AR,2004,AR,Arkansas,0.544,0.536,0.51,1070573.0,1054945.0,1969208,2072986,0.027999999999999997,13477,29128,14844,42885
2004-CA,2004,CA,California,0.596,0.588,0.47100000000000003,12589367.0,12421852.0,21132533,26246548,0.188,166053,0,110261,276314
2004-CO,2004,CO,Colorado,0.6729999999999999,0.667,0.612,2148036.0,2129630.0,3192647,3443164,0.075,19756,0,7383,27139
2004-CT,2004,CT,Connecticut,0.662,0.65,0.597,1607808.0,1578769.0,2429634,2652587,0.073,20018,0,2552,22570
2004-DE,2004,DE,Delaware,0.645,0.642,0.594,377407.0,375190.0,584817,635370,0.047,6973,18725,539,16875
2004-FL,2004,FL,Florida,0.647,0.644,0.561,7640319.0,7609810.0,11811921,13643828,0.11199999999999999,84733,281170,4888,230206
2004-GA,2004,GA,Georgia,0.564,0.562,0.5,3317336.0,3301875.0,5878186,6499325,0.068,48625,419350,23344,281644
2004-HI,2004,HI,Hawaii,0.485,0.48200000000000004,0.441,431662.0,429013.0,889540,982882,0.079,5946,0,0,5946
2004-ID,2004,ID,Idaho,0.648,0.632,0.5870000000000001,612786.0,598376.0,946160,1016255,0.040999999999999995,6312,44580,2370,30972
2004-IL,2004,IL,Illinois,0.624,0.615,0.557,5350493.0,5274322.0,8576696,9391420,0.09,44379,0,0,44379
2004-IN,2004,IN,Indiana,0.5579999999999999,0.5479999999999999,0.53,2512142.0,2468002.0,4504260,4660157,0.027000000000000003,23760,0,0,23760
2004-IA,2004,IA,Iowa,0.706,0.6990000000000001,0.674,1521966.0,1506908.0,2156389,2239979,0.026000000000000002,8611,22832,3317,23344
2004-KS,2004,KS,Kansas,0.629,0.616,0.583,1213108.0,1187756.0,1928764,2032763,0.043,9152,14309,4525,20832
2004-KY,2004,KY,Kentucky,0.594,0.5870000000000001,0.569,1816867.0,1795860.0,3057741,3157464,0.017,17763,33286,8006,42412
2004-LA,2004,LA,Louisiana,0.615,0.611,0.585,1956590.0,1943106.0,3182762,3379937,0.018000000000000002,36745,38470,24387,80367
2004-ME,2004,ME,Maine,0.7490000000000001,0.738,0.726,751519.0,740752.0,1003792,1022043,0.016,0,0,0,0
2004-MD,2004,MD,Maryland,0.631,0.629,0.5720000000000001,2395791.0,2386705.0,3797264,4179376,0.07200000000000001,23727,76676,14351,76416
2004-MA,2004,MA,Massachusetts,0.6459999999999999,0.642,0.5870000000000001,2927455.0,2912388.0,4533859,4935787,0.084,10365,0,0,10365
2004-MI,2004,MI,Michigan,0.6709999999999999,0.6659999999999999,0.639,4875692.0,4839252.0,7263024,7508568,0.034,48591,0,0,48591
2004-MN,2004,MN,Minnesota,0.7879999999999999,0.784,0.7390000000000001,2842912.0,2828387.0,3609185,3819020,0.039,8613,114226,3872,69598
2004-MS,2004,MS,Mississippi,0.0,0.557,0.542,0.0,1152365.0,2068766,2133681,0.012,20429,21324,1979,33070
2004-MO,2004,MO,Missouri,0.6609999999999999,0.653,0.629,2764635.0,2731364.0,4180960,4339414,0.019,30775,53832,17400,75091
2004-MT,2004,MT,Montana,0.652,0.644,0.634,456096.0,450445.0,699114,711858,0.01,3800,0,0,3800
2004-NE,2004,NE,Nebraska,0.6409999999999999,0.629,0.598,792906.0,778186.0,1236522,1305430,0.04,4042,17994,805,13844
2004-NV,2004,NV,Nevada,0.5539999999999999,0.5529999999999999,0.473,831563.0,829587.0,1501437,1776962,0.132,10971,12521,3610,20842
2004-NH,2004,NH,New Hampshire,0.715,0.7090000000000001,0.684,683672.0,677738.0,956422,984422,0.032,2441,0,0,2441
2004-NJ,2004,NJ,New Jersey,0.642,0.638,0.552,3638153.0,3611691.0,5663201,6513394,0.11699999999999999,28107,143315,14180,113945
2004-NM,2004,NM,New Mexico,0.604,0.59,0.539,775301.0,756304.0,1282767,1411419,0.07400000000000001,6341,17725,2676,17880
2004-NY,2004,NY,New York,0.585,0.58,0.502,7448266.0,7391249.0,12738056,14598898,0.126,64596,0,54524,119120
2004-NC,2004,NC,North Carolina,0.5870000000000001,0.578,0.539,3552449.0,3501007.0,6055771,6505150,0.053,34917,111537,2882,93568
2004-ND,2004,ND,North Dakota,0.655,0.648,0.638,316049.0,312833.0,482722,496479,0.013000000000000001,1266,0,0,1266
2004-OH,2004,OH,Ohio,0.679,0.6679999999999999,0.6509999999999999,5722443.0,5627908.0,8427696,8624277,0.02,44770,0,0,44770
2004-OK,2004,OK,Oklahoma,0.0,0.583,0.5529999999999999,0.0,1463758.0,2510823,2649994,0.034,24767,28435,4329,43314
2004-OR,2004,OR,Oregon,0.726,0.72,0.6679999999999999,1851671.0,1836782.0,2550887,2736472,0.068,13219,0,0,13219
2004-PA,2004,PA,Pennsylvania,0.0,0.626,0.606,0.0,5769590.0,9221962,9554349,0.027000000000000003,40692,0,0,40692
2004-RI,2004,RI,Rhode Island,0.589,0.585,0.529,440228.0,437134.0,747046,827513,0.076,3701,26085,368,17112
2004-SC,2004,SC,South Carolina,0.532,0.53,0.507,1626720.0,1617730.0,3055098,3198733,0.027000000000000003,24173,38856,2217,45818
2004-SD,2004,SD,South Dakota,0.6940000000000001,0.682,0.669,394930.0,388215.0,569161,576472,0.013999999999999999,3101,0,0,3101
2004-TN,2004,TN,Tennessee,0.568,0.563,0.541,2456610.0,2437319.0,4328446,4496929,0.026000000000000002,25834,47392,8410,57940
2004-TX,2004,TX,Texas,0.0,0.537,0.45399999999999996,0.0,7410765.0,13796256,16284659,0.125,169110,428773,102072,485569
2004-UT,2004,UT,Utah,0.598,0.589,0.547,942010.0,927844.0,1574463,1664066,0.068,5802,0,0,5802
2004-VT,2004,VT,Vermont,0.667,0.6629999999999999,0.65,314220.0,312309.0,470754,480053,0.021,0,0,0,0
2004-VA,2004,VA,Virginia,0.611,0.606,0.562,3223156.0,3198367.0,5277156,5699175,0.062,35472,43470,4392,61599
2004-WA,2004,WA,Washington,0.675,0.669,0.608,2883499.0,2859084.0,4272914,4683829,0.07400000000000001,16559,125222,120,79290
2004-WV,2004,WV,West Virginia,0.551,0.541,0.534,769645.0,755887.0,1396545,1425689,0.006,4980,6977,1216,9685
2004-WI,2004,WI,Wisconsin,0.753,0.748,0.716,3016288.0,2997007.0,4006948,4172068,0.027000000000000003,22905,54970,13883,64273
2004-WY,2004,WY,Wyoming,0.6629999999999999,0.657,0.637,245789.0,243428.0,370785,386796,0.017,1923,4418,563,4695
2002-AL,2002,AL,Alabama,0.0,0.415,0.40399999999999997,0.0,1364602.0,3285643,3371451,0.018000000000000002,28440,39713,5309,53606
2002-AK,2002,AK,Alaska,0.545,0.542,0.51,232852.0,231484.0,427337,457154,0.038,4431,5229,900,7946
2002-AZ,2002,AZ,Arizona,0.36700000000000005,0.359,0.307,1255615.0,1226111.0,3419481,3998148,0.111,30741,66485,4587,68571
2002-AR,2002,AR,Arkansas,0.41700000000000004,0.413,0.397,814176.0,805696.0,1951568,2031787,0.026000000000000002,12378,27377,12128,38195
2002-CA,2002,CA,California,0.373,0.361,0.29,7738821.0,7476351.0,20733192,25622609,0.188,163361,0,113185,276546
2002-CO,2002,CO,Colorado,0.466,0.46299999999999997,0.42,1424029.0,1416093.0,3056465,3362098,0.07200000000000001,19085,0,6215,25300
2002-CT,2002,CT,Connecticut,0.451,0.423,0.389,1090756.0,1022942.0,2418037,2617814,0.071,20525,0,2186,22711
2002-DE,2002,DE,Delaware,0.0,0.41100000000000003,0.379,0.0,232314.0,564938,612919,0.044000000000000004,6879,20201,551,17531
2002-FL,2002,FL,Florida,0.45899999999999996,0.456,0.395,5143674.0,5100581.0,11194391,13005435,0.109,80352,291315,5223,231233
2002-GA,2002,GA,Georgia,0.0,0.354,0.322,0.0,2031604.0,5731983,6287215,0.065,47004,367349,20822,251501
2002-HI,2002,HI,Hawaii,0.442,0.43799999999999994,0.402,385462.0,382110.0,872992,950520,0.08,5635,0,0,5635
2002-ID,2002,ID,Idaho,0.452,0.447,0.42,416533.0,411477.0,921256,970916,0.04,5825,31361,1961,23467
2002-IL,2002,IL,Illinois,0.428,0.414,0.377,3651808.0,3538883.0,8540965,9302571,0.08900000000000001,43186,0,0,43186
2002-IN,2002,IN,Indiana,0.348,0.33899999999999997,0.33299999999999996,1562037.0,1521353.0,4494191,4587747,0.026000000000000002,22576,0,0,22576
2002-IA,2002,IA,Iowa,0.48700000000000004,0.479,0.457,1040201.0,1023075.0,2136683,2214936,0.025,8395,19970,2787,21167
2002-KS,2002,KS,Kansas,0.449,0.44,0.414,851966.0,835692.0,1897261,2007407,0.040999999999999995,9009,15217,3990,20608
2002-KY,2002,KY,Kentucky,0.0,0.37200000000000005,0.364,0.0,1131313.0,3044267,3100972,0.017,16377,24480,5968,34585
2002-LA,2002,LA,Louisiana,0.401,0.39399999999999996,0.37799999999999995,1267225.0,1246333.0,3163663,3312330,0.017,36091,36257,23049,77269
2002-ME,2002,ME,Maine,0.0,0.508,0.501,0.0,505190.0,995056,1001796,0.016,0,0,0,0
2002-MD,2002,MD,Maryland,0.46799999999999997,0.46299999999999997,0.41600000000000004,1721626.0,1704560.0,3678346,4082694,0.069,24186,81982,13271,78448
2002-MA,2002,MA,Massachusetts,0.498,0.49200000000000005,0.444,2220301.0,2194189.0,4458820,4919958,0.08199999999999999,10511,0,0,10511
2002-MI,2002,MI,Michigan,0.45,0.445,0.423,3219864.0,3177565.0,7147888,7445335,0.034,49524,0,0,49524
2002-MN,2002,MN,Minnesota,0.0,0.6409999999999999,0.597,0.0,2254639.0,3518184,3745577,0.038,7612,122692,3577,72535
2002-MS,2002,MS,Mississippi,0.0,0.301,0.292,0.0,615609.0,2047426,2099698,0.011000000000000001,20542,16633,1816,30675
2002-MO,2002,MO,Missouri,0.0,0.456,0.439,0.0,1877620.0,4116889,4262146,0.019,30649,54584,13533,71474
2002-MT,2002,MT,Montana,0.49700000000000005,0.484,0.47700000000000004,340272.0,331321.0,684572,690652,0.01,3440,0,0,3440
2002-NE,2002,NE,Nebraska,0.0,0.39899999999999997,0.373,0.0,480991.0,1204512,1285024,0.038,4103,16468,574,12911
2002-NV,2002,NV,Nevada,0.368,0.36200000000000004,0.311,512433.0,504079.0,1391100,1640679,0.127,10527,12290,3971,20643
2002-NH,2002,NH,New Hampshire,0.48700000000000004,0.48100000000000004,0.46,453078.0,447135.0,930362,960401,0.03,2483,0,0,2483
2002-NJ,2002,NJ,New Jersey,0.389,0.381,0.326,2161105.0,2112604.0,5549726,6448445,0.115,28213,134290,12576,107934
2002-NM,2002,NM,New Mexico,0.4,0.386,0.35700000000000004,502230.0,484229.0,1255086,1360130,0.07,6173,16287,1962,16279
2002-NY,2002,NY,New York,0.37,0.361,0.314,4690968.0,4579078.0,12679865,14504792,0.126,65914,0,55990,121904
2002-NC,2002,NC,North Carolina,0.0,0.397,0.37200000000000005,0.0,2331181.0,5876705,6314679,0.05,33334,112900,2805,92589
2002-ND,2002,ND,North Dakota,0.498,0.485,0.47600000000000003,237224.0,231030.0,476251,486797,0.012,1168,0,0,1168
2002-OH,2002,OH,Ohio,0.40299999999999997,0.38799999999999996,0.376,3356285.0,3228992.0,8322521,8556557,0.019,45831,0,0,45831
2002-OK,2002,OK,Oklahoma,0.0,0.41200000000000003,0.396,0.0,1035620.0,2513143,2610016,0.033,23004,29881,3573,41518
2002-OR,2002,OR,Oregon,0.518,0.508,0.47200000000000003,1293756.0,1267221.0,2495739,2674581,0.067,12422,0,0,12422
2002-PA,2002,PA,Pennsylvania,0.0,0.38799999999999996,0.373,0.0,3545431.0,9143001,9454338,0.026000000000000002,40545,0,0,40545
2002-RI,2002,RI,Rhode Island,0.45399999999999996,0.447,0.401,337027.0,331834.0,741776,819310,0.07400000000000001,3569,25914,384,16910
2002-SC,2002,SC,South Carolina,0.0,0.369,0.35600000000000004,0.0,1102010.0,2982810,3100548,0.026000000000000002,24247,41574,3491,48525
2002-SD,2002,SD,South Dakota,0.612,0.607,0.597,340407.0,337497.0,556154,564305,0.013000000000000001,3059,0,0,3059
2002-TN,2002,TN,Tennessee,0.0,0.396,0.373,0.0,1644741.0,4151834,4393757,0.025,25409,42712,7949,54714
2002-TX,2002,TX,Texas,0.345,0.342,0.28800000000000003,4552059.0,4514012.0,13181016,15718593,0.121,164222,434486,103068,484533
2002-UT,2002,UT,Utah,0.37799999999999995,0.37,0.35,568290.0,557153.0,1504529,1601707,0.065,5594,0,0,5594
2002-VT,2002,VT,Vermont,0.494,0.488,0.48100000000000004,232993.0,230161.0,471403,472402,0.021,0,0,0,0
2002-VA,2002,VA,Virginia,0.32299999999999995,0.29,0.26899999999999996,1661915.0,1489422.0,5138270,5536511,0.06,34733,40359,4530,59443
2002-WA,2002,WA,Washington,0.435,0.418,0.379,1808720.0,1739116.0,4162032,4553733,0.073,16284,171603,95,102181
2002-WV,2002,WV,West Virginia,0.315,0.312,0.308,440156.0,436183.0,1398124,1413580,0.006,4703,6430,999,8917
2002-WI,2002,WI,Wisconsin,0.0,0.45399999999999996,0.43200000000000005,0.0,1775349.0,3908088,4094028,0.026000000000000002,22366,54614,11088,60761
2002-WY,2002,WY,Wyoming,0.508,0.501,0.49200000000000005,188028.0,185459.0,370488,376121,0.016,1809,4596,570,4677
2000-AL,2000,AL,Alabama,0.0,0.516,0.501,0.0,1672551.0,3241682,3334576,0.015,26225,40178,5484,51798
2000-AK,2000,AK,Alaska,0.687,0.6809999999999999,0.65,287825.0,285560.0,419111,440296,0.034,4173,4779,525,7088
2000-AZ,2000,AZ,Arizona,0.46399999999999997,0.456,0.402,1559520.0,1532016.0,3357701,3816498,0.10300000000000001,26510,59810,3474,59889
2000-AR,2000,AR,Arkansas,0.0,0.479,0.46,0.0,921781.0,1925961,2001774,0.023,11915,28409,8659,34779
2000-CA,2000,CA,California,0.5660000000000001,0.557,0.441,11142843.0,10965849.0,19685258,24867252,0.188,163001,0,117647,280648
2000-CO,2000,CO,Colorado,0.0,0.575,0.537,0.0,1741368.0,3026316,3246521,0.067,16833,0,5500,22333
2000-CT,2000,CT,Connecticut,0.625,0.619,0.5660000000000001,1474103.0,1459525.0,2357687,2575243,0.066,18355,47636,1868,44041
2000-DE,2000,DE,Delaware,0.0,0.59,0.5489999999999999,0.0,327529.0,554863,594256,0.039,6921,20052,579,17526
2000-FL,2000,FL,Florida,0.575,0.5589999999999999,0.479,6138765.0,5963110.0,10667193,12475387,0.10400000000000001,71319,296139,5982,225371
2000-GA,2000,GA,Georgia,0.47600000000000003,0.45799999999999996,0.424,2684951.0,2583208.0,5639668,6087332,0.059000000000000004,44232,321407,21556,226492
2000-HI,2000,HI,Hawaii,0.446,0.442,0.39899999999999997,371113.0,367951.0,832642,923737,0.081,5053,0,0,5053
2000-ID,2000,ID,Idaho,0.589,0.5720000000000001,0.535,516647.0,501615.0,877406,935443,0.038,5535,35103,1409,24496
2000-IL,2000,IL,Illinois,0.585,0.562,0.514,4932192.0,4742123.0,8432600,9208908,0.087,45281,0,0,45281
2000-IN,2000,IN,Indiana,0.508,0.493,0.483,2246348.0,2182295.0,4424909,4527523,0.023,20125,0,0,20125
2000-IA,2000,IA,Iowa,0.0,0.632,0.596,0.0,1315563.0,2082950,2199529,0.024,7955,21147,2763,21292
2000-KS,2000,KS,Kansas,0.5670000000000001,0.556,0.54,1092716.0,1072216.0,1927950,1983933,0.039,8344,0,3829,12173
2000-KY,2000,KY,Kentucky,0.531,0.522,0.504,1568058.0,1544107.0,2955628,3059582,0.015,14919,19620,4614,29343
2000-LA,2000,LA,Louisiana,0.5670000000000001,0.564,0.542,1776133.0,1765656.0,3130267,3260060,0.016,35207,35854,22860,75994
2000-ME,2000,ME,Maine,0.0,0.672,0.664,0.0,651817.0,969292,979314,0.015,0,0,0,0
2000-MD,2000,MD,Maryland,0.5579999999999999,0.555,0.51,2036455.0,2025480.0,3649631,3972224,0.064,23538,81523,13666,77966
2000-MA,2000,MA,Massachusetts,0.606,0.599,0.5539999999999999,2736006.0,2704984.0,4517052,4870470,0.08,0,0,0,0
2000-MI,2000,MI,Michigan,0.605,0.599,0.573,4279299.0,4232501.0,7070702,7370524,0.033,47718,0,0,47718
2000-MN,2000,MN,Minnesota,0.701,0.695,0.664,2458303.0,2438657.0,3506432,3662005,0.037000000000000005,6238,115906,3072,67263
2000-MS,2000,MS,Mississippi,0.0,0.491,0.478,0.0,994184.0,2024650,2076861,0.01,20241,15118,1596,29396
2000-MO,2000,MO,Missouri,0.0,0.5820000000000001,0.562,0.0,2359892.0,4052255,4190073,0.018000000000000002,27382,53299,12563,66595
2000-MT,2000,MT,Montana,0.626,0.616,0.606,417916.0,410986.0,667525,676065,0.009000000000000001,3105,0,0,3105
2000-NE,2000,NE,Nebraska,0.578,0.569,0.55,707223.0,696983.0,1224178,1266496,0.034,3895,21483,476,15113
2000-NV,2000,NV,Nevada,0.456,0.452,0.402,613360.0,608970.0,1346116,1523209,0.11800000000000001,10063,12189,4056,20214
2000-NH,2000,NH,New Hampshire,0.65,0.639,0.607,578656.0,569081.0,890622,934176,0.027000000000000003,2257,0,0,2257
2000-NJ,2000,NJ,New Jersey,0.588,0.569,0.501,3293378.0,3187226.0,5601788,6356954,0.11,29784,130610,11709,106798
2000-NM,2000,NM,New Mexico,0.499,0.485,0.45399999999999996,615607.0,598605.0,1234088,1318129,0.064,5342,10461,1670,12243
2000-NY,2000,NY,New York,0.562,0.551,0.475,6960215.0,6821999.0,12380208,14344348,0.127,70198,0,57858,128056
2000-NC,2000,NC,North Carolina,0.525,0.507,0.475,3015964.0,2911262.0,5744241,6143214,0.046,31532,105949,3352,87859
2000-ND,2000,ND,North Dakota,0.611,0.603,0.597,292249.0,288256.0,477968,482078,0.012,1076,0,0,1076
2000-OH,2000,OH,Ohio,0.578,0.5670000000000001,0.5539999999999999,4795989.0,4705457.0,8295592,8487355,0.018000000000000002,45833,0,0,45833
2000-OK,2000,OK,Oklahoma,0.0,0.499,0.48,0.0,1234229.0,2475220,2568304,0.028999999999999998,23181,30969,1825,40491
2000-OR,2000,OR,Oregon,0.659,0.649,0.591,1559215.0,1533968.0,2364402,2595354,0.064,10580,0,0,10580
2000-PA,2000,PA,Pennsylvania,0.0,0.541,0.523,0.0,4912185.0,9086897,9375146,0.024,36847,0,0,36847
2000-RI,2000,RI,Rhode Island,0.547,0.542,0.507,412074.0,408783.0,753877,804417,0.069,3286,20922,331,14078
2000-SC,2000,SC,South Carolina,0.48700000000000004,0.47,0.457,1433533.0,1382717.0,2944326,3025380,0.022000000000000002,21778,44632,4378,48472
2000-SD,2000,SD,South Dakota,0.5870000000000001,0.5770000000000001,0.569,322159.0,316269.0,548498,554875,0.012,2616,0,0,2616
2000-TN,2000,TN,Tennessee,0.505,0.499,0.48100000000000004,2100241.0,2076181.0,4162996,4316391,0.022000000000000002,22166,40682,8093,50600
2000-TX,2000,TX,Texas,0.49200000000000005,0.49200000000000005,0.424,6407637.0,6407037.0,13033081,15138468,0.114,166719,441848,111719,499362
2000-UT,2000,UT,Utah,0.5479999999999999,0.5379999999999999,0.503,784582.0,770754.0,1431668,1534950,0.061,5632,0,0,5632
2000-VT,2000,VT,Vermont,0.647,0.6409999999999999,0.631,297146.0,294308.0,459174,463503,0.02,0,0,0,0
