Year-State,Year,SateAbbreviation,StateName,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon
1982-CT,1982,CT,Connecticut,0.494,0.48100000000000004,0.457,1112428.0,1084156.0,2253328,2369975,0.04,5156,33061,1311,22998
1982-DE,1982,DE,Delaware,0.455,0.444,0.433,195726.0,190960.0,430257,441374,0.013999999999999999,2068,4626,621,5002
1982-FL,1982,FL,Florida,0.0,0.355,0.33,0.0,2688566.0,7565499,8139171,0.063,27830,57074,5974,62341
1982-GA,1982,GA,Georgia,0.0,0.29600000000000004,0.289,0.0,1169041.0,3945107,4047788,0.011000000000000001,14405,78097,4897,58351
1982-HI,1982,HI,Hawaii,0.485,0.465,0.431,325459.0,311853.0,671172,724189,0.071,1461,0,0,1461
1982-ID,1982,ID,Idaho,0.511,0.502,0.493,332237.0,326522.0,650534,662251,0.016,1044,0,0,1044
1982-IL,1982,IL,Illinois,0.488,0.465,0.44299999999999995,3856875.0,3673681.0,7908220,8284606,0.044000000000000004,14293,0,0,14293
1982-IN,1982,IN,Indiana,0.473,0.46799999999999997,0.46299999999999997,1834225.0,1817287.0,3879314,3921907,0.009000000000000001,8790,0,0,8790
1982-IA,1982,IA,Iowa,0.508,0.502,0.496,1050495.0,1038229.0,2068844,2094031,0.008,2829,10625,1050,9192
1982-KS,1982,KS,Kansas,0.0,0.44,0.433,0.0,763263.0,1736298,1761238,0.012,3078,0,0,3078
1982-KY,1982,KY,Kentucky,0.0,0.268,0.265,0.0,700322.0,2615445,2642810,0.005,4031,14516,3430,14719
1982-LA,1982,LA,Louisiana,0.0,0.0,0.0,0.0,0.0,2982702,3029834,0.012,10930,0,0,10930
1982-ME,1982,ME,Maine,0.0,0.563,0.555,0.0,460295.0,817814,828907,0.013000000000000001,0,0,0,0
1982-MD,1982,MD,Maryland,0.392,0.375,0.359,1190011.0,1139149.0,3034834,3174995,0.03,11617,52603,6024,43943
1982-MA,1982,MA,Massachusetts,0.503,0.49,0.469,2103780.0,2050769.0,4184146,4375262,0.044000000000000004,0,0,0,0
1982-MI,1982,MI,Michigan,0.493,0.478,0.46799999999999997,3135928.0,3040008.0,6357552,6498711,0.019,14913,0,0,14913
1982-MN,1982,MN,Minnesota,0.623,0.613,0.603,1834737.0,1804675.0,2943169,2993256,0.011000000000000001,2081,24320,1479,15720
1982-MS,1982,MS,Mississippi,0.0,0.37,0.366,0.0,645026.0,1743267,1762406,0.004,5484,6304,2914,11550
1982-MO,1982,MO,Missouri,0.0,0.433,0.42700000000000005,0.0,1543521.0,3567803,3615526,0.006999999999999999,7445,21637,2556,20820
1982-MT,1982,MT,Montana,0.5760000000000001,0.564,0.5589999999999999,328082.0,321062.0,569629,574592,0.006999999999999999,914,0,0,914
1982-NE,1982,NE,Nebraska,0.496,0.485,0.478,559422.0,547902.0,1128918,1145316,0.008,1739,9964,309,7030
1982-NV,1982,NV,Nevada,0.391,0.387,0.36700000000000005,242578.0,240394.0,621060,655823,0.044000000000000004,2753,4733,1065,6185
1982-NH,1982,NH,New Hampshire,0.42100000000000004,0.41200000000000003,0.405,289057.0,282588.0,686264,698424,0.017,445,0,0,445
1982-NJ,1982,NJ,New Jersey,0.43799999999999994,0.42,0.39399999999999996,2286925.0,2193945.0,5224732,5563627,0.054000000000000006,8191,38186,10514,37798
1982-NM,1982,NM,New Mexico,0.455,0.44299999999999995,0.429,417945.0,407466.0,919311,949133,0.026000000000000002,1718,3854,1206,4851
1982-NY,1982,NY,New York,0.449,0.434,0.4,5437367.0,5254891.0,12118685,13150573,0.075,27945,0,21062,49007
1982-NC,1982,NC,North Carolina,0.0,0.304,0.298,0.0,1321080.0,4347870,4427095,0.008,16569,44274,6910,45616
1982-ND,1982,ND,North Dakota,0.5720000000000001,0.55,0.546,272876.0,262465.0,476851,480367,0.006999999999999999,322,0,0,322
1982-OH,1982,OH,Ohio,0.462,0.441,0.436,3551995.0,3395463.0,7692059,7793022,0.011000000000000001,17317,0,0,17317
1982-OK,1982,OK,Oklahoma,0.391,0.384,0.376,901488.0,883130.0,2302670,2346265,0.012,6500,14749,1858,15733
1982-OR,1982,OR,Oregon,0.561,0.55,0.535,1063913.0,1042009.0,1895706,1946116,0.024,3900,0,0,3900
1982-PA,1982,PA,Pennsylvania,0.0,0.42100000000000004,0.415,0.0,3683985.0,8749931,8869173,0.012,10508,0,0,10508
1982-RI,1982,RI,Rhode Island,0.542,0.5,0.474,370928.0,342779.0,684977,723060,0.046,1037,6501,327,4615
1982-SC,1982,SC,South Carolina,0.304,0.297,0.292,688300.0,671625.0,2260577,2297223,0.006999999999999999,9137,16981,3175,20803
1982-SD,1982,SD,South Dakota,0.0,0.569,0.5660000000000001,0.0,278562.0,489474,492367,0.004,791,0,0,791
1982-TN,1982,TN,Tennessee,0.0,0.375,0.371,0.0,1259785.0,3357236,3393233,0.006,7869,10101,3303,16223
1982-TX,1982,TX,Texas,0.0,0.312,0.292,0.0,3191091.0,10228820,10910762,0.049,36149,177270,26274,151058
1982-UT,1982,UT,Utah,0.5579999999999999,0.551,0.539,537207.0,530802.0,962724,984073,0.022000000000000002,0,0,0,0
1982-VT,1982,VT,Vermont,0.461,0.45399999999999996,0.446,172084.0,169251.0,372982,379067,0.016,0,0,0,0
1982-VA,1982,VA,Virginia,0.0,0.35700000000000004,0.34700000000000003,0.0,1415622.0,3960296,4076585,0.023,10079,14813,6487,23973
1982-WA,1982,WA,Washington,0.46799999999999997,0.456,0.436,1404831.0,1368476.0,2999997,3138109,0.031,6264,60142,3047,39382
1982-WV,1982,WV,West Virginia,0.0,0.40399999999999997,0.401,0.0,565314.0,1399303,1409116,0.004,1547,2711,610,3513
1982-WI,1982,WI,Wisconsin,0.0,0.469,0.461,0.0,1580344.0,3372875,3426394,0.01,4714,19603,3125,17641
1982-WY,1982,WY,Wyoming,0.5,0.49,0.483,172065.0,168555.0,344218,349060,0.009000000000000001,702,1303,244,1598
1980-AL,1980,AL,Alabama,0.0,0.49200000000000005,0.48700000000000004,0.0,1341929.0,2726249,2753078,0.004,6543,10985,2547,14583
1980-AK,1980,AK,Alaska,0.602,0.5870000000000001,0.5710000000000001,162653.0,158445.0,270122,277261,0.02,822,1181,93,1506
1980-AZ,1980,AZ,Arizona,0.475,0.462,0.444,898183.0,873945.0,1890167,1968947,0.034,4372,12584,1093,11757
1980-AR,1980,AR,Arkansas,0.0,0.52,0.515,0.0,837582.0,1610104,1624917,0.005,2911,2400,2855,6966
1980-CA,1980,CA,California,0.562,0.55,0.489,8775459.0,8587063.0,15610966,17551451,0.10800000000000001,24569,0,15253,39822
1980-CO,1980,CO,Colorado,0.591,0.5720000000000001,0.5589999999999999,1225549.0,1184415.0,2071959,2118092,0.02,2629,0,927,3556
1980-CT,1980,CT,Connecticut,0.647,0.639,0.61,1423403.0,1406285.0,2201356,2305904,0.038,4308,22981,1932,17731
1980-DE,1980,DE,Delaware,0.568,0.56,0.547,239136.0,235900.0,421344,430879,0.013000000000000001,1474,3762,619,3974
1980-FL,1980,FL,Florida,0.0,0.52,0.48700000000000004,0.0,3686930.0,7088658,7575002,0.057999999999999996,20735,38906,8823,49011
1980-GA,1980,GA,Georgia,0.0,0.42100000000000004,0.413,0.0,1596695.0,3791652,3870251,0.009000000000000001,12178,58450,3169,44572
1980-HI,1980,HI,Hawaii,0.49200000000000005,0.469,0.436,318026.0,303287.0,646583,695906,0.069,985,0,0,985
1980-ID,1980,ID,Idaho,0.7040000000000001,0.69,0.679,446045.0,437431.0,633624,644004,0.015,817,0,0,817
1980-IL,1980,IL,Illinois,0.619,0.604,0.578,4868890.0,4749721.0,7868300,8216218,0.040999999999999995,11899,0,0,11899
1980-IN,1980,IN,Indiana,0.5920000000000001,0.583,0.5770000000000001,2275433.0,2242033.0,3846321,3885473,0.008,6683,0,0,6683
1980-IA,1980,IA,Iowa,0.635,0.636,0.629,1314258.0,1317661.0,2070935,2093321,0.006999999999999999,2481,8815,639,7528
1980-KS,1980,KS,Kansas,0.0,0.575,0.568,0.0,979795.0,1704420,1726471,0.011000000000000001,2494,0,0,2494
1980-KY,1980,KY,Kentucky,0.0,0.505,0.499,0.0,1294627.0,2562572,2592185,0.005,3588,12400,8120,17908
1980-LA,1980,LA,Louisiana,0.0,0.54,0.532,0.0,1548591.0,2868792,2910776,0.011000000000000001,8889,0,0,8889
1980-ME,1980,ME,Maine,0.0,0.654,0.6459999999999999,0.0,523011.0,799746,810240,0.013000000000000001,0,0,0,0
1980-MD,1980,MD,Maryland,0.525,0.52,0.5,1557709.0,1540496.0,2964704,3081409,0.027000000000000003,7731,41661,6436,34998
1980-MA,1980,MA,Massachusetts,0.624,0.614,0.59,2566807.0,2524298.0,4110721,4281265,0.04,0,0,0,0
1980-MI,1980,MI,Michigan,0.624,0.613,0.6,3978647.0,3909725.0,6374955,6514790,0.019,15124,0,0,15124
1980-MN,1980,MN,Minnesota,0.721,0.7120000000000001,0.7,2079451.0,2051980.0,2882406,2929927,0.01,2001,27000,1534,17035
1980-MS,1980,MS,Mississippi,0.0,0.524,0.519,0.0,892620.0,1704163,1719825,0.004,3902,4864,2292,8626
1980-MO,1980,MO,Missouri,0.0,0.595,0.588,0.0,2099824.0,3529489,3571609,0.006999999999999999,5726,17400,2395,16821
1980-MT,1980,MT,Montana,0.6709999999999999,0.6559999999999999,0.6509999999999999,371976.0,363952.0,554636,559165,0.006999999999999999,739,0,0,739
1980-NE,1980,NE,Nebraska,0.584,0.575,0.5670000000000001,651281.0,640854.0,1115142,1129653,0.008,1446,7980,292,5728
1980-NV,1980,NV,Nevada,0.519,0.433,0.41100000000000003,297318.0,247885.0,573118,602463,0.04,1839,4989,1052,5386
1980-NH,1980,NH,New Hampshire,0.609,0.581,0.5720000000000001,402415.0,383990.0,660560,671558,0.016,326,0,0,326
1980-NJ,1980,NJ,New Jersey,0.585,0.581,0.5489999999999999,2999879.0,2975684.0,5123773,5420255,0.049,5884,29239,8911,29415
1980-NM,1980,NM,New Mexico,0.532,0.523,0.509,464848.0,456971.0,873515,897946,0.023,1279,2794,884,3560
1980-NY,1980,NY,New York,0.53,0.517,0.48,6359218.0,6201959.0,12006100,12932357,0.068,21815,0,19652,41467
1980-NC,1980,NC,North Carolina,0.0,0.441,0.434,0.0,1855833.0,4203817,4272156,0.006999999999999999,15513,36467,6496,40243
1980-ND,1980,ND,North Dakota,0.68,0.652,0.648,314525.0,301545.0,462223,465447,0.006,253,0,0,253
1980-OH,1980,OH,Ohio,0.573,0.561,0.5539999999999999,4378937.0,4283603.0,7637813,7732705,0.011000000000000001,13489,0,0,13489
1980-OK,1980,OK,Oklahoma,0.542,0.532,0.522,1172303.0,1149708.0,2162051,2201257,0.011000000000000001,4796,14360,2232,14208
1980-OR,1980,OR,Oregon,0.643,0.628,0.614,1209691.0,1181516.0,1880863,1925651,0.022000000000000002,3177,0,0,3177
1980-PA,1980,PA,Pennsylvania,0.0,0.526,0.52,0.0,4561501.0,8664166,8774885,0.012,8171,0,0,8171
1980-RI,1980,RI,Rhode Island,0.627,0.616,0.586,423349.0,416072.0,675067,709692,0.043,813,5501,257,3821
1980-SC,1980,SC,South Carolina,0.424,0.41100000000000003,0.40399999999999997,922397.0,894071.0,2176721,2212354,0.006,7862,20589,3124,21281
1980-SD,1980,SD,South Dakota,0.0,0.677,0.6729999999999999,0.0,327703.0,484328,486893,0.004,635,0,0,635
1980-TN,1980,TN,Tennessee,0.0,0.49200000000000005,0.488,0.0,1617616.0,3285608,3318036,0.005,7022,9130,3097,14684
1980-TX,1980,TX,Texas,0.0,0.474,0.449,0.0,4541636.0,9572904,10120613,0.043,29892,131996,17235,113125
1980-UT,1980,UT,Utah,0.6659999999999999,0.66,0.6459999999999999,609691.0,604222.0,915484,934767,0.021,0,0,0,0
1980-VT,1980,VT,Vermont,0.593,0.5870000000000001,0.578,215500.0,213299.0,363143,369147,0.016,0,0,0,0
1980-VA,1980,VA,Virginia,0.0,0.48700000000000004,0.475,0.0,1866032.0,3830887,3927383,0.02,8920,11463,4783,19435
1980-WA,1980,WA,Washington,0.606,0.596,0.574,1772904.0,1742394.0,2923670,3037193,0.028999999999999998,4399,12527,14669,25332
1980-WV,1980,WV,West Virginia,0.535,0.532,0.528,742150.0,737715.0,1387231,1396595,0.005,1257,2650,475,3057
1980-WI,1980,WI,Wisconsin,0.0,0.684,0.674,0.0,2273221.0,3322053,3371087,0.01,3980,19088,2639,16163
1980-WY,1980,WY,Wyoming,0.5539999999999999,0.541,0.534,181004.0,176713.0,326644,330784,0.009000000000000001,534,940,154,1158
