yearstate,electionyear,stateabbriviation,statename,percentcitizenwhite,percentcitizenblack,percentcitizenasian,percentcitizenhispanic,totalvotingagepopulation,totalvotingagecitizen,totalpercentcitizen,totalregisteredvoters,totalpercentregisteredcitizens,totaltotalvotes,totalpercentvotedcitizen,malevotingagepopulation,malevotingagecitizen,malepercentcitizen,maleregisteredvoters,malepercentregisteredcitizens,maletotalvotes,malepercentvotedcitizen,femalevotingagepopulation,femalevotingagecitizen,femalepercentcitizen,femaleregisteredvoters,femalepercentregisteredcitizens,femaletotalvotes,femalepercentvotedcitizen,whitenonhispanicvotingagepopulation,whitenonhispanicvotingagecitizen,whitenonhispanicpercentcitizen,whitenonhispanicregisteredvoters,whitenonhispanicpercentregisteredcitizens,whitenonhispanictotalvotes,whitenonhispanicpercentvotedcitizen,blackvotingagepopulation,blackvotingagecitizen,blackpercentcitizen,blackregisteredvoters,blackpercentregisteredcitizens,blacktotalvotes,blackpercentvotedcitizen,asianpacificislandervotingagepopulation,asianpacificislandervotingagecitizen,asianpacificislanderpercentcitizen,asianpacificislanderregisteredvoters,asianpacificislanderpercentregisteredcitizens,asianpacificislandertotalvotes,asianpacificislanderpercentvotedcitizen,hispanicvotingagepopulation,hispanicvotingagecitizen,hispanicpercentcitizen,hispanicregisteredvoters,hispanicpercentregisteredcitizens,hispanictotalvotes,hispanicpercentvotedcitizen
2012-CA,2012,CA,CALIFORNIA,0.506682608,0.074298646,0.121226355,0.277979418,28357,23419,0.825863103,15356,0.655706905,13462,0.574832401,13887,11374,0.819039389,7245,0.636979075,6326,0.556180763,14470,12044,0.832342778,8111,0.67344736,7137,0.592577217,12317,11866,0.963383941,8544,0.720040452,7628,0.642845104,1810,1740,0.961325967,1192,0.685057471,1063,0.61091954,3915,2839,0.725159642,1645,0.579429377,1380,0.48608665,9935,6510,0.655259185,3684,0.565898618,3157,0.484946237
2012-CO,2012,CO,COLORADO,0.79006772,0.03527088,0.02765237,0.14023702,3817,3544,0.928477862,2635,0.743510158,2495,0.704006772,1882,1725,0.916578108,1251,0.725217391,1179,0.683478261,1935,1818,0.939534884,1384,0.761276128,1316,0.723872387,2852,2800,0.981767181,2205,0.7875,2105,0.751785714,140,125,0.892857143,75,0.6,69,0.552,119,98,0.823529412,39,0.397959184,31,0.316326531,681,497,0.729809104,284,0.571428571,259,0.521126761
2012-CT,2012,CT,CONNECTICUT,0.772709084,0.102440976,0.032012805,0.088035214,2726,2499,0.916727806,1760,0.704281713,1568,0.62745098,1297,1188,0.915959907,811,0.682659933,712,0.599326599,1429,1311,0.917424773,949,0.723874905,856,0.65293669,2004,1931,0.963572854,1420,0.735370274,1271,0.658208182,279,256,0.917562724,164,0.640625,159,0.62109375,147,80,0.544217687,37,0.4625,23,0.2875,292,220,0.753424658,127,0.577272727,103,0.468181818
2012-DE,2012,DE,DELAWARE,0.730109204,0.209048362,0.023400936,0.037441498,693,641,0.924963925,470,0.733229329,431,0.672386895,329,302,0.917933131,218,0.721854305,196,0.649006623,363,339,0.933884298,252,0.743362832,235,0.693215339,474,468,0.987341772,355,0.758547009,328,0.700854701,142,134,0.943661972,91,0.679104478,86,0.641791045,26,15,0.576923077,12,0.8,8,0.533333333,56,24,0.428571429,11,0.458333333,10,0.416666667
2012-DC,2012,DC,DISTRICT OF COLUMBIA,0.427331887,0.501084599,0.028199566,0.041214751,517,461,0.891682785,385,0.835140998,350,0.759219089,240,212,0.883333333,173,0.816037736,154,0.726415094,277,249,0.898916968,212,0.851405622,196,0.787148594,208,197,0.947115385,171,0.868020305,151,0.766497462,244,231,0.946721311,191,0.826839827,177,0.766233766,20,13,0.65,10,0.769230769,9,0.692307692,48,19,0.395833333,14,0.736842105,13,0.684210526
2012-FL,2012,FL,FLORIDA,0.658187003,0.144004202,0.027014858,0.168842864,15034,13326,0.886390847,9102,0.683025664,8107,0.608359598,7179,6346,0.883967126,4234,0.667191932,3727,0.587299086,7855,6980,0.888605983,4869,0.69756447,4379,0.627363897,9024,8771,0.971963652,6039,0.688518983,5430,0.619085623,2244,1919,0.85516934,1262,0.657634184,1104,0.575299635,496,360,0.725806452,174,0.483333333,155,0.430555556,3349,2250,0.671842341,1622,0.720888889,1399,0.621777778
2012-GA,2012,GA,GEORGIA,0.619768477,0.306173939,0.029385574,0.035322054,7179,6738,0.938570832,4767,0.707479964,4168,0.618581181,3424,3206,0.936331776,2178,0.679351216,1899,0.592326887,3755,3532,0.940612517,2589,0.733012458,2269,0.642412231,4227,4176,0.987934705,3006,0.719827586,2590,0.620210728,2151,2063,0.959088796,1491,0.722733883,1340,0.649539506,274,198,0.722627737,86,0.434343434,83,0.419191919,489,238,0.486707566,140,0.588235294,114,0.478991597
2012-HI,2012,HI,HAWAII,0.225806452,0.019354839,0.433333333,0.078494624,1013,930,0.918065153,547,0.588172043,480,0.516129032,493,463,0.939148073,256,0.552915767,225,0.485961123,520,467,0.898076923,292,0.625267666,255,0.546038544,212,210,0.990566038,160,0.761904762,143,0.680952381,18,18,1,12,0.666666667,12,0.666666667,459,403,0.877995643,227,0.563275434,201,0.498759305,81,73,0.901234568,33,0.452054795,25,0.342465753
2012-ID,2012,ID,IDAHO,0.898496241,0.006578947,0.005639098,0.063909774,1129,1064,0.942426926,745,0.70018797,679,0.638157895,553,519,0.938517179,354,0.682080925,323,0.622350674,577,545,0.944540728,390,0.71559633,357,0.655045872,960,956,0.995833333,691,0.722803347,634,0.663179916,7,7,1,0,0,0,0,15,6,0.4,2,0.333333333,2,0.333333333,119,68,0.571428571,35,0.514705882,27,0.397058824
2012-IL,2012,IL,ILLINOIS,0.725625637,0.144717473,0.040312535,0.087192843,9651,8831,0.915034711,6425,0.727550674,5428,0.614652927,4638,4244,0.91504959,3010,0.709236569,2517,0.593072573,5013,4588,0.915220427,3415,0.744333043,2911,0.634481255,6553,6408,0.97787273,4762,0.743133583,3986,0.622034956,1322,1278,0.966717095,987,0.772300469,918,0.718309859,557,356,0.639138241,228,0.640449438,198,0.556179775,1200,770,0.641666667,415,0.538961039,295,0.383116883
2012-IN,2012,IN,INDIANA,0.878704488,0.08149873,0.008679086,0.024978831,4852,4724,0.973619126,3270,0.692209992,2801,0.592929721,2326,2247,0.966036113,1542,0.686248331,1331,0.592345349,2526,2478,0.980997625,1727,0.69693301,1470,0.593220339,4179,4151,0.993299832,2861,0.68923151,2460,0.592628282,385,385,1,309,0.802597403,263,0.683116883,75,41,0.546666667,19,0.463414634,14,0.341463415,184,118,0.641304348,71,0.601694915,49,0.415254237
2012-IA,2012,IA,IOWA,0.921594982,0.022849462,0.015681004,0.031810036,2320,2232,0.962068966,1745,0.781810036,1548,0.693548387,1135,1084,0.955066079,838,0.773062731,733,0.676199262,1186,1148,0.967959528,906,0.789198606,816,0.710801394,2067,2057,0.995162071,1644,0.799222168,1455,0.707340788,54,51,0.944444444,35,0.68627451,33,0.647058824,61,35,0.573770492,21,0.6,17,0.485714286,120,71,0.591666667,32,0.450704225,30,0.422535211
2012-KS,2012,KS,KANSAS,0.843385707,0.052204764,0.013684744,0.054738976,2120,1973,0.930660377,1467,0.74353776,1249,0.633046123,1029,953,0.926141885,671,0.70409234,567,0.594963274,1091,1020,0.93492209,796,0.780392157,682,0.668627451,1675,1664,0.993432836,1294,0.777644231,1115,0.670072115,105,103,0.980952381,64,0.621359223,54,0.524271845,66,27,0.409090909,9,0.333333333,6,0.222222222,197,108,0.54822335,54,0.5,33,0.305555556
2012-KY,2012,KY,KENTUCKY,0.903569192,0.068879148,0.010331872,0.010644959,3291,3194,0.970525676,2303,0.721039449,1895,0.593299937,1581,1531,0.968374447,1041,0.679947747,843,0.550620509,1710,1663,0.97251462,1262,0.758869513,1052,0.632591702,2908,2886,0.992434663,2082,0.721413721,1723,0.597020097,223,220,0.986547085,162,0.736363636,125,0.568181818,61,33,0.540983607,14,0.424242424,5,0.151515152,82,34,0.414634146,20,0.588235294,13,0.382352941
2012-LA,2012,LA,LOUISIANA,0.656992899,0.307502316,0.007100957,0.021611609,3321,3239,0.975308642,2498,0.771225687,2148,0.663167644,1554,1494,0.961389961,1102,0.737617135,931,0.623159304,1766,1745,0.98810872,1396,0.8,1217,0.697421203,2141,2128,0.993928071,1644,0.772556391,1389,0.652725564,996,996,1,768,0.771084337,692,0.694779116,37,23,0.621621622,6,0.260869565,6,0.260869565,125,70,0.56,57,0.814285714,48,0.685714286
2012-ME,2012,ME,MAINE,0.961764706,0.006862745,0.007843137,0.006862745,1042,1020,0.978886756,787,0.771568627,700,0.68627451,509,501,0.984282908,383,0.764471058,333,0.664670659,533,519,0.973733583,404,0.778420039,367,0.707129094,993,981,0.987915408,762,0.77675841,678,0.691131498,8,7,0.875,4,0.571428571,4,0.571428571,14,8,0.571428571,3,0.375,2,0.25,10,7,0.7,4,0.571428571,4,0.571428571
2012-MD,2012,MD,MARYLAND,0.626653357,0.291240329,0.032692788,0.043923135,4449,4007,0.900651832,2888,0.720738707,2609,0.651110557,2101,1914,0.910994764,1336,0.698014629,1189,0.621212121,2348,2093,0.891396934,1552,0.74151935,1421,0.678929766,2567,2511,0.978184651,1840,0.732775787,1648,0.656312226,1276,1167,0.914576803,850,0.728363325,788,0.675235647,260,131,0.503846154,78,0.595419847,66,0.503816794,342,176,0.514619883,115,0.653409091,103,0.585227273
2012-MA,2012,MA,MASSACHUSETTS,0.812107248,0.067239212,0.045873481,0.06744868,5170,4774,0.923404255,3759,0.787390029,3382,0.708420612,2452,2238,0.912724307,1750,0.781948168,1576,0.704200179,2718,2537,0.933406917,2009,0.791880173,1807,0.712258573,3991,3877,0.97143573,3161,0.815321125,2839,0.732267217,385,321,0.833766234,228,0.710280374,211,0.657320872,317,219,0.690851735,119,0.543378995,98,0.447488584,453,322,0.710816777,216,0.670807453,202,0.627329193
2012-MI,2012,MI,MICHIGAN,0.804648589,0.1371057,0.019507471,0.031128943,7496,7228,0.964247599,5620,0.777531821,4832,0.668511345,3601,3458,0.960288809,2663,0.770098323,2273,0.657316368,3895,3769,0.967650834,2957,0.784558238,2559,0.678959936,5918,5816,0.982764447,4629,0.79590784,3951,0.679332875,1028,991,0.964007782,687,0.693239152,627,0.632694248,240,141,0.5875,84,0.595744681,73,0.517730496,285,225,0.789473684,193,0.857777778,158,0.702222222
2012-MN,2012,MN,MINNESOTA,0.898795798,0.03638227,0.032026646,0.024596464,4055,3903,0.962515413,3085,0.790417627,2859,0.732513451,1993,1921,0.963873557,1496,0.778761062,1374,0.715252473,2062,1981,0.96071775,1589,0.802120141,1485,0.749621403,3532,3508,0.993204983,2808,0.8004561,2615,0.745438997,179,142,0.793296089,95,0.669014085,88,0.61971831,174,125,0.718390805,110,0.88,98,0.784,136,96,0.705882353,54,0.5625,44,0.458333333
2012-MS,2012,MS,MISSISSIPPI,0.620187793,0.349295775,0.004694836,0.007981221,2166,2130,0.983379501,1794,0.842253521,1588,0.745539906,1019,995,0.976447498,824,0.828140704,710,0.713567839,1147,1135,0.989537925,971,0.855506608,877,0.772687225,1321,1321,1,1089,0.824375473,949,0.718395155,748,744,0.994652406,674,0.905913978,613,0.823924731,26,10,0.384615385,5,0.5,2,0.2,35,17,0.485714286,5,0.294117647,2,0.117647059
2012-MO,2012,MO,MISSOURI,0.846450442,0.105466092,0.006804264,0.023588115,4521,4409,0.97522672,3384,0.76752098,2818,0.639147199,2169,2114,0.974642692,1608,0.76064333,1321,0.624881741,2352,2295,0.975765306,1776,0.773856209,1497,0.652287582,3765,3732,0.99123506,2857,0.765541265,2395,0.641747053,484,465,0.960743802,374,0.804301075,313,0.67311828,67,30,0.447761194,23,0.766666667,20,0.666666667,140,104,0.742857143,71,0.682692308,63,0.605769231
2012-MT,2012,MT,MONTANA,0.901856764,0,0,0.017241379,768,754,0.981770833,553,0.733421751,495,0.656498674,379,375,0.98944591,263,0.701333333,238,0.634666667,389,380,0.976863753,290,0.763157895,258,0.678947368,688,680,0.988372093,500,0.735294118,457,0.672058824,2,0,0,0,0,0,0,2,0,0,0,0,0,0,15,13,0.866666667,8,0.615384615,7,0.538461538
2012-NE,2012,NE,NEBRASKA,0.887345679,0.034722222,0.013888889,0.049382716,1371,1296,0.945295405,901,0.695216049,798,0.615740741,677,639,0.943870015,441,0.690140845,386,0.604068858,694,657,0.946685879,460,0.700152207,412,0.627092846,1161,1150,0.990525409,824,0.716521739,731,0.635652174,51,45,0.882352941,32,0.711111111,29,0.644444444,31,18,0.580645161,7,0.388888889,5,0.277777778,110,64,0.581818182,27,0.421875,21,0.328125
2012-NV,2012,NV,NEVADA,0.645464602,0.090707965,0.063606195,0.167035398,2039,1808,0.886709171,1176,0.650442478,1048,0.579646018,1015,910,0.896551724,574,0.630769231,511,0.561538462,1024,898,0.876953125,602,0.670378619,536,0.59688196,1194,1167,0.977386935,785,0.672664953,704,0.603256213,169,164,0.970414201,107,0.652439024,101,0.615853659,152,115,0.756578947,82,0.713043478,67,0.582608696,464,302,0.650862069,181,0.599337748,157,0.51986755
2012-NH,2012,NH,NEW HAMPSHIRE,0.943491423,0.010090817,0.009081736,0.02320888,1028,991,0.964007782,752,0.758829465,688,0.694248234,503,482,0.958250497,353,0.732365145,322,0.668049793,525,509,0.96952381,398,0.781925344,366,0.719056974,952,935,0.982142857,715,0.764705882,655,0.700534759,12,10,0.833333333,7,0.7,6,0.6,20,9,0.45,5,0.555555556,4,0.444444444,29,23,0.793103448,15,0.652173913,15,0.652173913
2012-NJ,2012,NJ,NEW JERSEY,0.6797099,0.133074717,0.062911115,0.130376117,6730,5929,0.880980684,4326,0.729634002,3670,0.618991398,3215,2795,0.869362364,1982,0.709123435,1676,0.599642218,3514,3134,0.891861127,2344,0.747925973,1994,0.636247607,4145,4030,0.97225573,3037,0.753598015,2556,0.634243176,907,789,0.869900772,586,0.742712294,540,0.684410646,566,373,0.659010601,243,0.651474531,179,0.479892761,1170,773,0.660683761,468,0.605433376,395,0.510996119
2012-NM,2012,NM,NEW MEXICO,0.5,0.027349229,0.008415147,0.381486676,1553,1426,0.918222795,978,0.685834502,878,0.615708275,754,684,0.907161804,450,0.657894737,404,0.590643275,799,742,0.928660826,528,0.711590296,474,0.638814016,729,713,0.978052126,545,0.764375877,503,0.705469846,43,39,0.906976744,24,0.615384615,24,0.615384615,39,12,0.307692308,3,0.25,3,0.25,624,544,0.871794872,349,0.641544118,306,0.5625
2012-NY,2012,NY,NEW YORK,0.662895582,0.160755236,0.064821893,0.11833053,15066,13082,0.868312757,8887,0.679330378,7675,0.586683993,7151,6194,0.866172563,4084,0.659347756,3503,0.565547304,7916,6887,0.870010106,4803,0.6974009,4172,0.605779004,8992,8672,0.964412811,6075,0.700530443,5152,0.594095941,2482,2103,0.847300564,1542,0.733238231,1456,0.69234427,1442,848,0.588072122,384,0.452830189,333,0.392688679,2363,1548,0.65509945,983,0.63501292,835,0.539405685
2012-NC,2012,NC,NORTH CAROLINA,0.718116806,0.223629321,0.008492253,0.025178784,7265,6712,0.923881624,5295,0.788885578,4624,0.688915375,3439,3125,0.908694388,2401,0.76832,2103,0.67296,3826,3587,0.937532671,2894,0.806802342,2521,0.702815723,4898,4820,0.984075133,3755,0.779045643,3194,0.662655602,1529,1501,0.981687377,1279,0.852098601,1203,0.80146569,95,57,0.6,34,0.596491228,34,0.596491228,603,169,0.28026534,115,0.680473373,95,0.562130178
2012-ND,2012,ND,NORTH DAKOTA,0.883268482,0.007782101,0.001945525,0.027237354,528,514,0.973484848,383,0.745136187,328,0.638132296,263,256,0.97338403,192,0.75,165,0.64453125,265,258,0.973584906,191,0.740310078,163,0.631782946,457,454,0.993435449,347,0.764317181,299,0.658590308,6,4,0.666666667,2,0.5,2,0.5,7,1,0.142857143,0,0,0,0,16,14,0.875,7,0.5,6,0.428571429
2012-OH,2012,OH,OHIO,0.849356725,0.114035088,0.007017544,0.020233918,8750,8550,0.977142857,6076,0.710643275,5395,0.630994152,4175,4074,0.975808383,2798,0.686794305,2463,0.604565538,4576,4476,0.978146853,3278,0.732350313,2932,0.655049151,7291,7262,0.996022493,5120,0.705039934,4498,0.619388598,1028,975,0.94844358,723,0.741538462,699,0.716923077,104,60,0.576923077,41,0.683333333,38,0.633333333,252,173,0.686507937,116,0.670520231,98,0.566473988
2012-OK,2012,OK,OKLAHOMA,0.70435419,0.068422978,0.015001829,0.046469082,2808,2733,0.973290598,1806,0.660812294,1431,0.523600439,1358,1319,0.971281296,835,0.633055345,656,0.497346475,1449,1414,0.975845411,970,0.685997171,775,0.548090523,1931,1925,0.996892802,1331,0.691428571,1076,0.558961039,191,187,0.979057592,116,0.620320856,102,0.545454545,58,41,0.706896552,25,0.609756098,22,0.536585366,174,127,0.729885057,53,0.417322835,36,0.283464567
2012-OR,2012,OR,OREGON,0.857091946,0.014255167,0.025302922,0.043121882,2998,2806,0.935957305,2086,0.743406985,1897,0.676051319,1480,1377,0.930405405,990,0.718954248,893,0.648511256,1518,1429,0.941370224,1095,0.766270119,1004,0.702589223,2438,2405,0.986464315,1849,0.768814969,1688,0.701871102,57,40,0.701754386,32,0.8,26,0.65,101,71,0.702970297,23,0.323943662,23,0.323943662,226,121,0.53539823,69,0.570247934,60,0.495867769
2012-PA,2012,PA,PENNSYLVANIA,0.835907744,0.099449852,0.011637749,0.04305967,9847,9452,0.95988626,6795,0.718895472,5824,0.616165891,4727,4532,0.95874762,3217,0.70984113,2740,0.604589585,5120,4919,0.960742188,3578,0.727383615,3084,0.626956699,7994,7901,0.988366275,5779,0.731426402,4937,0.624857613,1006,940,0.934393638,675,0.718085106,614,0.653191489,272,110,0.404411765,68,0.618181818,53,0.481818182,501,407,0.81237525,225,0.552825553,184,0.452088452
2012-RI,2012,RI,RHODE ISLAND,0.841544607,0.057256991,0.021304927,0.075898802,817,751,0.919216646,552,0.735019973,469,0.624500666,384,352,0.916666667,254,0.721590909,212,0.602272727,434,399,0.919354839,298,0.746867168,257,0.644110276,646,632,0.978328173,472,0.746835443,400,0.632911392,50,43,0.86,33,0.76744186,30,0.697674419,25,16,0.64,6,0.375,5,0.3125,95,57,0.6,37,0.649122807,32,0.561403509
2012-SC,2012,SC,SOUTH CAROLINA,0.699112426,0.269526627,0.00887574,0.010946746,3516,3380,0.961319681,2479,0.733431953,2187,0.64704142,1660,1580,0.951807229,1096,0.693670886,940,0.594936709,1856,1801,0.970366379,1382,0.767351471,1247,0.692393115,2403,2363,0.983354141,1724,0.729581041,1500,0.634786289,919,911,0.991294886,691,0.758507135,631,0.692645445,48,30,0.625,17,0.566666667,17,0.566666667,114,37,0.324561404,21,0.567567568,16,0.432432432
2012-SD,2012,SD,SOUTH DAKOTA,0.866556837,0.008237232,0.001647446,0.021416804,616,607,0.98538961,454,0.747940692,370,0.609555189,304,300,0.986842105,220,0.733333333,180,0.6,312,307,0.983974359,235,0.765472313,191,0.622149837,527,526,0.998102467,400,0.760456274,338,0.642585551,6,5,0.833333333,3,0.6,0,0,4,1,0.25,1,1,0,0,16,13,0.8125,6,0.461538462,3,0.230769231
2012-TN,2012,TN,TENNESSEE,0.80076956,0.154339461,0.004275331,0.02864472,4849,4678,0.964734997,3210,0.68619068,2606,0.557075673,2300,2203,0.957826087,1432,0.650022696,1172,0.532001816,2548,2475,0.971350078,1778,0.718383838,1434,0.579393939,3768,3746,0.994161359,2559,0.683128671,2052,0.547784303,768,722,0.940104167,513,0.710526316,441,0.610803324,50,20,0.4,13,0.65,13,0.65,241,134,0.556016598,107,0.798507463,84,0.626865672
2012-TX,2012,TX,TEXAS,0.520483128,0.133482754,0.031502926,0.303013323,18642,16062,0.861602832,10749,0.669219275,8643,0.538102353,9046,7719,0.853305328,4977,0.644772639,3925,0.508485555,9596,8344,0.86952897,5772,0.691754554,4719,0.565556088,8512,8360,0.982142857,6101,0.729784689,5087,0.608492823,2213,2144,0.968820606,1569,0.731809701,1352,0.630597015,900,506,0.562222222,299,0.590909091,214,0.422924901,6831,4867,0.712487191,2652,0.544894185,1890,0.388329566
2012-UT,2012,UT,UTAH,0.862242052,0.010039041,0.020635806,0.084216397,1917,1793,0.935315597,1138,0.634690463,1022,0.569994423,940,869,0.924468085,543,0.624856157,494,0.568469505,977,924,0.945752303,595,0.643939394,528,0.571428571,1561,1546,0.990390775,1030,0.666235446,943,0.60996119,23,18,0.782608696,9,0.5,9,0.5,57,37,0.649122807,20,0.540540541,12,0.324324324,233,151,0.64806867,61,0.40397351,49,0.324503311
2012-VT,2012,VT,VERMONT,0.94661191,0.01026694,0.008213552,0.01026694,496,487,0.981854839,357,0.733059548,308,0.632443532,241,237,0.98340249,168,0.708860759,146,0.616033755,255,249,0.976470588,189,0.759036145,162,0.65060241,466,461,0.989270386,339,0.735357918,291,0.631236443,5,5,1,3,0.6,3,0.6,7,4,0.571428571,4,1,3,0.75,6,5,0.833333333,3,0.6,3,0.6
2012-VA,2012,VA,VIRGINIA,0.728786537,0.188308237,0.039503986,0.027280779,6094,5645,0.926320971,4210,0.745792737,3778,0.669264836,2890,2648,0.916262976,1931,0.729229607,1709,0.645392749,3204,2998,0.935705368,2279,0.760173449,2069,0.690126751,4169,4114,0.986807388,3118,0.757899854,2778,0.675255226,1133,1063,0.938217123,772,0.726246472,715,0.672624647,316,223,0.705696203,136,0.609865471,118,0.529147982,375,154,0.410666667,114,0.74025974,103,0.668831169
2012-WA,2012,WA,WASHINGTON,0.792425497,0.030836093,0.052773179,0.061672185,5230,4832,0.923900574,3533,0.731167219,3172,0.656456954,2546,2338,0.918303221,1658,0.709153122,1491,0.637724551,2684,2495,0.929582712,1875,0.751503006,1682,0.674148297,3936,3829,0.972815041,2875,0.750848786,2603,0.679811961,162,149,0.919753086,103,0.691275168,72,0.483221477,377,255,0.676392573,178,0.698039216,169,0.662745098,460,298,0.647826087,172,0.577181208,139,0.466442953
2012-WV,2012,WV,WEST VIRGINIA,0.955617198,0.026352288,0.003467406,0.009015257,1452,1442,0.993112948,982,0.680998613,690,0.47850208,705,700,0.992907801,474,0.677142857,332,0.474285714,747,742,0.99330656,508,0.684636119,358,0.482479784,1381,1378,0.997827661,944,0.685050798,662,0.480406386,40,38,0.95,23,0.605263158,19,0.5,7,5,0.714285714,3,0.6,1,0.2,14,13,0.928571429,8,0.615384615,4,0.307692308
2012-WI,2012,WI,WISCONSIN,0.877796091,0.053449494,0.004709206,0.038380033,4352,4247,0.975873162,3318,0.781257358,3127,0.736284436,2115,2058,0.973049645,1554,0.755102041,1460,0.709426628,2236,2189,0.978980322,1764,0.805847419,1667,0.761534947,3751,3728,0.993868302,2968,0.796137339,2797,0.75026824,242,227,0.938016529,184,0.810572687,178,0.784140969,35,20,0.571428571,15,0.75,15,0.75,214,163,0.761682243,76,0.466257669,71,0.435582822
2012-WY,2012,WY,WYOMING,0.887828162,0.007159905,0,0.064439141,427,419,0.981264637,268,0.639618138,247,0.589498807,213,209,0.981220657,127,0.607655502,118,0.564593301,213,211,0.990610329,141,0.668246445,129,0.611374408,373,372,0.997319035,249,0.669354839,232,0.623655914,3,3,1,1,0.333333333,1,0.333333333,2,0,0,0,0,0,0,32,27,0.84375,10,0.37037037,8,0.296296296
2016-USA,2016,USA,UNITED STATES,0.689327365,0.128573278,0.045894162,0.118995443,245502,224059,0.912656516,157596,0.703368309,137537,0.613842782,118488,107554,0.907720613,73761,0.68580434,63801,0.593199695,127013,116505,0.917268311,83835,0.719582851,73735,0.632891292,157395,154450,0.981289113,114151,0.739080609,100849,0.652955649,30608,28808,0.941191845,19984,0.693696196,17119,0.594244654,14881,10283,0.691015389,5785,0.562579014,5043,0.490421083,38990,26662,0.683816363,15267,0.572612707,12682,0.47565824
2016-AL,2016,AL,ALABAMA,0.691865242,0.261024377,0.002738976,0.022733498,3717,3651,0.982243745,2526,0.691865242,2095,0.573815393,1761,1718,0.975582056,1155,0.672293364,944,0.549476135,1955,1933,0.988746803,1371,0.709260217,1151,0.595447491,2532,2526,0.997630332,1742,0.68962787,1441,0.570467142,962,953,0.990644491,694,0.728226653,579,0.607555089,27,10,0.37037037,3,0.3,3,0.3,117,83,0.709401709,32,0.385542169,27,0.325301205
2016-AK,2016,AK,ALASKA,0.655378486,0.033864542,0.037848606,0.045816733,518,502,0.969111969,358,0.71314741,308,0.613545817,267,258,0.966292135,181,0.701550388,152,0.589147287,251,243,0.96812749,177,0.728395062,156,0.641975309,334,329,0.98502994,252,0.765957447,226,0.686930091,17,17,1,10,0.588235294,8,0.470588235,27,19,0.703703704,9,0.473684211,8,0.421052632,24,23,0.958333333,17,0.739130435,17,0.739130435
2016-AZ,2016,AZ,ARIZONA,0.627044711,0.051690294,0.023555071,0.249727372,5196,4585,0.882409546,3145,0.685932388,2769,0.603925845,2525,2256,0.893465347,1485,0.658244681,1273,0.56427305,2671,2329,0.871958068,1660,0.712752254,1496,0.642335766,2940,2875,0.977891156,2145,0.746086957,1963,0.682782609,252,237,0.94047619,165,0.696202532,121,0.510548523,169,108,0.639053254,69,0.638888889,56,0.518518519,1613,1145,0.709857409,654,0.571179039,543,0.474235808
2016-AR,2016,AR,ARKANSAS,0.791115312,0.149338374,0.007561437,0.036389414,2216,2116,0.954873646,1456,0.688090737,1241,0.586483932,1055,1001,0.948815166,679,0.678321678,574,0.573426573,1161,1115,0.960378984,777,0.696860987,667,0.598206278,1689,1674,0.991119005,1166,0.696535245,1008,0.602150538,321,316,0.984423676,231,0.731012658,186,0.588607595,36,16,0.444444444,6,0.375,6,0.375,135,77,0.57037037,29,0.376623377,24,0.311688312
2016-CA,2016,CA,CALIFORNIA,0.480273202,0.071032543,0.144033748,0.284933708,29894,24890,0.83260855,16096,0.646685416,14416,0.579188429,14604,12131,0.830662832,7663,0.631687412,6833,0.563267661,15289,12759,0.834521551,8433,0.660945215,7583,0.594325574,12480,11954,0.957852564,8732,0.730466789,8020,0.670905136,1849,1768,0.956192537,1018,0.575791855,856,0.484162896,4838,3585,0.741008681,2080,0.580195258,1859,0.518549512,10221,7092,0.693865571,3882,0.547377327,3345,0.471658206
2016-CO,2016,CO,COLORADO,0.802310655,0.042875481,0.026700899,0.109370988,4242,3895,0.918198963,2893,0.742747112,2707,0.694993582,2102,1902,0.904852521,1401,0.73659306,1297,0.681913775,2140,1994,0.931775701,1492,0.748244734,1410,0.707121364,3181,3125,0.982395473,2421,0.77472,2281,0.72992,185,167,0.902702703,124,0.74251497,124,0.74251497,170,104,0.611764706,39,0.375,35,0.336538462,633,426,0.672985782,272,0.638497653,237,0.556338028
2016-CT,2016,CT,CONNECTICUT,0.763995167,0.107128474,0.033427306,0.111961337,2759,2483,0.899963755,1763,0.710028192,1586,0.638743455,1321,1182,0.894776684,798,0.675126904,718,0.607445008,1438,1301,0.90472879,965,0.741737125,868,0.667179093,1959,1897,0.9683512,1427,0.75224038,1287,0.678439642,297,266,0.895622896,157,0.590225564,142,0.533834586,143,83,0.58041958,31,0.373493976,29,0.34939759,417,278,0.666666667,151,0.543165468,131,0.471223022
2016-DE,2016,DE,DELAWARE,0.693572496,0.215246637,0.032884903,0.058295964,729,669,0.917695473,487,0.727952167,417,0.623318386,342,306,0.894736842,216,0.705882353,183,0.598039216,387,362,0.935400517,271,0.748618785,234,0.64640884,472,464,0.983050847,360,0.775862069,308,0.663793103,148,144,0.972972973,96,0.666666667,82,0.569444444,44,22,0.5,12,0.545454545,11,0.5,66,39,0.590909091,19,0.487179487,14,0.358974359
2016-DC,2016,DC,DISTRICT OF COLUMBIA,0.43359375,0.46484375,0.03515625,0.0546875,553,512,0.925858951,420,0.8203125,380,0.7421875,255,237,0.929411765,190,0.801687764,168,0.708860759,299,275,0.919732441,229,0.832727273,212,0.770909091,231,222,0.961038961,195,0.878378378,181,0.815315315,250,238,0.952,184,0.773109244,162,0.680672269,27,18,0.666666667,14,0.777777778,13,0.722222222,42,28,0.666666667,20,0.714285714,18,0.642857143
